query_pid,query_wid,n_rel,s1_rel_ranks,s1_first,s1_ap,s1_top1,cov_K5,hyb_first_K5,hyb_ap_K5,hyb_top1_K5,rr_first_K5,rr_ap_K5,hub_first_K5,hub_ap_K5,hub_top1_K5,cov_K10,hyb_first_K10,hyb_ap_K10,hyb_top1_K10,rr_first_K10,rr_ap_K10,hub_first_K10,hub_ap_K10,hub_top1_K10,cov_K20,hyb_first_K20,hyb_ap_K20,hyb_top1_K20,rr_first_K20,rr_ap_K20,hub_first_K20,hub_ap_K20,hub_top1_K20,cov_K30,hyb_first_K30,hyb_ap_K30,hyb_top1_K30,rr_first_K30,rr_ap_K30,hub_first_K30,hub_ap_K30,hub_top1_K30,cov_K50,hyb_first_K50,hyb_ap_K50,hyb_top1_K50,rr_first_K50,rr_ap_K50,hub_first_K50,hub_ap_K50,hub_top1_K50,cov_K100,hyb_first_K100,hyb_ap_K100,hyb_top1_K100,rr_first_K100,rr_ap_K100,hub_first_K100,hub_ap_K100,hub_top1_K100,cov_K200,hyb_first_K200,hyb_ap_K200,hyb_top1_K200,rr_first_K200,rr_ap_K200,hub_first_K200,hub_ap_K200,hub_top1_K200,cov_K500,hyb_first_K500,hyb_ap_K500,hyb_top1_K500,rr_first_K500,rr_ap_K500,hub_first_K500,hub_ap_K500,hub_top1_K500
P_359509,W_3266,12,112;133;197;253;333;403;818;1106;4464;8232;8937;9193,112,0.008872169250538575,P_164871,0,112,0.00887217,P_340988,112,0.00887217,112,0.00887217,P_164871,0,112,0.00887217,P_574976,112,0.00887217,112,0.00887217,P_574976,0,112,0.00887217,P_574976,112,0.00887217,112,0.00887217,P_574976,0,112,0.00887217,P_574976,112,0.00887217,112,0.00887217,P_574976,0,112,0.00887217,P_574976,112,0.00887217,112,0.00887217,P_574976,0,112,0.00887217,P_574976,112,0.00887217,112,0.00887217,P_574976,3,10,0.01991812,P_327572,4,0.03280393,1,0.14171706,P_112559,6,10,0.03031289,P_327572,8,0.03795953,1,0.31791996,P_112559
P_35956,W_9276,12,4;26;455;543;2066;2465;3008;3233;3532;5104;7435;10657,4,0.02980430638098441,P_562366,1,4,0.02980431,P_202213,4,0.02980431,4,0.02980431,P_202213,1,7,0.02087573,P_202213,7,0.02087573,6,0.02285986,P_202213,1,8,0.01938764,P_202213,9,0.01823023,7,0.02087573,P_202213,2,4,0.04191257,P_202213,2,0.05811627,4,0.04422738,P_202213,2,3,0.04549001,P_202213,2,0.05464405,2,0.06089405,P_202213,2,3,0.04224326,P_202213,2,0.05089405,2,0.0593789,P_202213,2,3,0.03589405,P_202213,2,0.04720357,2,0.05348664,P_202213,3,2,0.0475995,P_202213,3,0.03284442,2,0.05005048,P_202213
P_359600,W_9376,12,109;245;412;903;920;1059;1657;3124;3470;5056;5179;8609,109,0.004585333029610728,P_111932,0,109,0.00458533,P_455480,109,0.00458533,109,0.00458533,P_455480,0,109,0.00458533,P_455480,109,0.00458533,109,0.00458533,P_455480,0,109,0.00458533,P_455480,109,0.00458533,109,0.00458533,P_455480,0,109,0.00458533,P_455480,109,0.00458533,109,0.00458533,P_455480,0,109,0.00458533,P_455480,109,0.00458533,109,0.00458533,P_455480,0,109,0.00458533,P_455480,109,0.00458533,109,0.00458533,P_455480,1,1,0.08715414,P_182346,1,0.08715414,1,0.08715414,P_182346,3,1,0.09210908,P_182346,1,0.09266515,5,0.02886427,P_96719
P_35965,W_6292,12,7;24;44;135;180;232;328;331;504;862;1367;1961,7,0.03889805284205176,P_288772,0,7,0.03889805,P_367288,7,0.03889805,7,0.03889805,P_288772,1,2,0.06865996,P_367288,1,0.11032662,1,0.11032662,P_789134,1,2,0.06865996,P_367288,1,0.11032662,1,0.11032662,P_789134,2,2,0.06766789,P_367288,1,0.10933456,1,0.10912931,P_789134,3,2,0.09492258,P_367288,1,0.14480181,1,0.12203283,P_789134,3,2,0.08658925,P_367288,1,0.13375109,1,0.11162046,P_789134,5,2,0.13564517,P_367288,3,0.13179824,1,0.13165198,P_789134,8,2,0.18826064,P_367288,4,0.14947672,1,0.14469856,P_789134
P_35967,W_11051,12,6;7;8;13;14;20;94;95;126;247;738;3636,6,0.17341788409257244,P_719426,0,6,0.17341788,P_719426,6,0.17341788,6,0.17341788,P_719426,3,2,0.26419169,P_719426,1,0.35446947,1,0.35446947,P_481343,6,1,0.46077289,P_11051,1,0.52406654,1,0.52406654,P_11051,6,1,0.46077289,P_11051,1,0.52406654,1,0.46077289,P_11051,6,1,0.44192368,P_11051,1,0.45184432,1,0.46077289,P_11051,8,1,0.39814551,P_11051,1,0.37782218,1,0.51923077,P_11051,9,1,0.34623964,P_11051,1,0.30400961,1,0.48789509,P_11051,10,1,0.28394653,P_11051,1,0.24509221,1,0.38632451,P_11051
P_3599,W_3599,12,204;674;675;768;824;946;971;1308;2224;3006;3761;3850,204,0.004722742000003899,P_133129,0,204,0.00472274,P_8891,204,0.00472274,204,0.00472274,P_397966,0,204,0.00472274,P_617761,204,0.00472274,204,0.00472274,P_617761,0,204,0.00472274,P_617761,204,0.00472274,204,0.00472274,P_461486,0,204,0.00472274,P_617761,204,0.00472274,204,0.00472274,P_461486,0,204,0.00472274,P_524608,204,0.00472274,204,0.00472274,P_524608,0,204,0.00472274,P_524608,204,0.00472274,204,0.00472274,P_524608,0,204,0.00472274,P_524608,204,0.00472274,204,0.00472274,P_699328,1,377,0.00453529,P_634242,385,0.0045307,240,0.00466147,P_699328
P_36000,W_10144,12,2;5;32;54;122;150;162;167;254;333;942;1009,2,0.11074625794962902,P_364385,2,1,0.17463515,P_36793,1,0.17463515,1,0.20241292,P_36793,2,1,0.16074626,P_36793,1,0.15241292,1,0.20241292,P_36793,2,1,0.13759811,P_36793,1,0.1319001,2,0.13296848,P_567631,2,1,0.13574626,P_36793,1,0.13098435,2,0.13296848,P_567631,3,1,0.21245757,P_10144,1,0.20710042,1,0.22932265,P_10144,4,1,0.2668006,P_10144,1,0.2495387,1,0.28981647,P_10144,8,1,0.35626156,P_10144,1,0.34695769,1,0.46478787,P_10144,10,1,0.31444272,P_10144,1,0.28621096,1,0.40675859,P_10144
P_360119,W_10913,12,26;99;187;673;790;1722;2043;2718;4315;4757;5156;5272,26,0.008785875852699408,P_777280,0,26,0.00878588,P_777280,26,0.00878588,26,0.00878588,P_777280,0,26,0.00878588,P_777280,26,0.00878588,26,0.00878588,P_777280,0,26,0.00878588,P_777280,26,0.00878588,26,0.00878588,P_777280,1,1,0.08891408,P_222678,1,0.08891408,4,0.02641408,P_277872,1,2,0.04724741,P_777280,1,0.08891408,6,0.01946964,P_777280,2,2,0.04973058,P_777280,2,0.05006842,7,0.02085251,P_777280,3,2,0.04869398,P_777280,5,0.02389011,7,0.01949013,P_553078,3,2,0.04644821,P_148894,13,0.01102119,11,0.01288433,P_524806
P_360120,W_112006,12,21;73;89;144;229;549;827;936;2339;2519;3815;6089,21,0.016579005067119148,P_275179,0,21,0.01657901,P_656865,21,0.01657901,21,0.01657901,P_656865,0,21,0.01657901,P_204171,21,0.01657901,21,0.01657901,P_63854,0,21,0.01657901,P_204171,21,0.01657901,21,0.01657901,P_63854,1,15,0.01816631,P_204171,13,0.01902101,24,0.01608297,P_63854,1,20,0.01677742,P_204171,19,0.01699672,38,0.01480373,P_523746,3,3,0.05298649,P_191636,2,0.0794051,2,0.05653984,P_523746,4,3,0.04680738,P_191636,2,0.06346549,2,0.05417921,P_523746,5,2,0.07805023,P_191636,2,0.07120785,2,0.05278822,P_523746
P_36015,W_2974,12,1;4;7;9;13;16;24;51;117;130;1577;1675,1,0.312428855987137,P_52176,2,1,0.35409552,P_52176,1,0.35409552,1,0.35409552,P_52176,4,1,0.44801087,P_52176,1,0.44801087,1,0.44801087,P_31633,6,1,0.55137625,P_81815,1,0.55137625,1,0.55137625,P_31633,7,1,0.580101,P_81815,1,0.55961038,1,0.61040403,P_31633,7,1,0.5568326,P_81815,1,0.53401514,1,0.61040403,P_31633,8,1,0.49672163,P_81815,1,0.31496348,1,0.68066547,P_31633,10,1,0.56317667,P_81815,1,0.36294599,1,0.83451162,P_31633,10,1,0.54256681,P_81815,1,0.27239439,1,0.83451162,P_446304
P_36016,W_4354,12,343;1838;1994;2093;2266;2644;3082;3310;3640;3756;4202;4363,343,0.0022571970541948485,P_381336,0,343,0.0022572,P_381336,343,0.0022572,343,0.0022572,P_381336,0,343,0.0022572,P_740230,343,0.0022572,343,0.0022572,P_381336,0,343,0.0022572,P_740230,343,0.0022572,343,0.0022572,P_381336,0,343,0.0022572,P_411840,343,0.0022572,343,0.0022572,P_411840,0,343,0.0022572,P_411840,343,0.0022572,343,0.0022572,P_411840,0,343,0.0022572,P_411840,343,0.0022572,343,0.0022572,P_411840,0,343,0.0022572,P_411840,343,0.0022572,343,0.0022572,P_411840,1,389,0.00222847,P_411840,388,0.00222902,393,0.00222629,P_411840
P_360185,W_23239,12,8;15;105;270;359;905;987;1095;1223;3766;3825;4613,8,0.029347214489362183,P_182308,0,8,0.02934721,P_686985,8,0.02934721,8,0.02934721,P_431397,1,1,0.10226388,P_764310,1,0.10226388,1,0.10226388,P_764310,2,1,0.11893055,P_764310,1,0.1244861,1,0.1744861,P_764310,2,1,0.1244861,P_764310,1,0.11893055,1,0.1744861,P_764310,2,1,0.11893055,P_764310,1,0.11496229,1,0.1744861,P_764310,2,1,0.10504166,P_764310,1,0.10156944,1,0.1744861,P_764310,3,1,0.10235818,P_764310,1,0.09773309,1,0.17766071,P_764310,5,1,0.10676333,P_764310,1,0.10640135,1,0.21677616,P_764310
P_360192,W_61933,12,6;8;98;115;137;250;796;1160;1831;4191;5211;6121,6,0.04746843229730674,P_98802,0,6,0.04746843,P_98802,6,0.04746843,6,0.04746843,P_98802,2,1,0.1516351,P_61933,1,0.17941288,1,0.17941288,P_61933,2,1,0.17941288,P_61933,1,0.17941288,1,0.17941288,P_61933,2,1,0.17941288,P_61933,1,0.17941288,1,0.17941288,P_61933,2,1,0.1516351,P_61933,1,0.1516351,1,0.17941288,P_61933,3,1,0.23936186,P_61933,1,0.21852852,1,0.26019519,P_789570,5,1,0.39036639,P_61933,1,0.35297323,1,0.40703305,P_789570,6,1,0.45503305,P_61933,1,0.40850528,1,0.49035051,P_545174
P_360240,W_11552,12,1985;1986;2087;2699;3959;4848;5034;5296;7993;8340;11438;12871,1985,0.0011709230393053896,P_502956,0,1985,0.00117092,P_402848,1985,0.00117092,1985,0.00117092,P_335032,0,1985,0.00117092,P_342197,1985,0.00117092,1985,0.00117092,P_295271,0,1985,0.00117092,P_342197,1985,0.00117092,1985,0.00117092,P_295271,0,1985,0.00117092,P_342197,1985,0.00117092,1985,0.00117092,P_295271,0,1985,0.00117092,P_857,1985,0.00117092,1985,0.00117092,P_295271,0,1985,0.00117092,P_857,1985,0.00117092,1985,0.00117092,P_173747,0,1985,0.00117092,P_857,1985,0.00117092,1985,0.00117092,P_738820,0,1985,0.00117092,P_857,1985,0.00117092,1985,0.00117092,P_738820
P_360446,W_103129,12,401;534;706;2315;3644;4072;5142;5396;6012;6240;6827;8472,401,0.0020027501064344808,P_241027,0,401,0.00200275,P_686985,401,0.00200275,401,0.00200275,P_155621,0,401,0.00200275,P_101400,401,0.00200275,401,0.00200275,P_101400,0,401,0.00200275,P_101400,401,0.00200275,401,0.00200275,P_746341,0,401,0.00200275,P_101400,401,0.00200275,401,0.00200275,P_746341,0,401,0.00200275,P_101400,401,0.00200275,401,0.00200275,P_746341,0,401,0.00200275,P_101400,401,0.00200275,401,0.00200275,P_746341,0,401,0.00200275,P_101400,401,0.00200275,401,0.00200275,P_746341,1,363,0.0020245,P_101400,348,0.0020344,409,0.00199869,P_746341
P_360508,W_704,12,169;1077;1191;1352;1510;2136;3180;3314;3586;3833;6073;13560,169,0.0026501735002150625,P_490448,0,169,0.00265017,P_471156,169,0.00265017,169,0.00265017,P_471156,0,169,0.00265017,P_518722,169,0.00265017,169,0.00265017,P_518722,0,169,0.00265017,P_96796,169,0.00265017,169,0.00265017,P_518722,0,169,0.00265017,P_96796,169,0.00265017,169,0.00265017,P_96796,0,169,0.00265017,P_96796,169,0.00265017,169,0.00265017,P_96796,0,169,0.00265017,P_57844,169,0.00265017,169,0.00265017,P_96796,1,187,0.00260271,P_57844,186,0.00260511,189,0.00259799,P_96796,1,471,0.00233401,P_57844,470,0.00233438,466,0.0023359,P_96796
P_36065,W_36064,12,1;2;21;37;194;243;360;612;1202;1234;1280;1569,1,0.19714827723377792,P_95444,2,1,0.1693705,P_95444,1,0.1693705,1,0.1693705,P_95444,2,1,0.13762447,P_95444,1,0.13464828,1,0.13464828,P_95444,2,1,0.12492606,P_95444,1,0.12423161,1,0.1230742,P_95444,3,1,0.1991324,P_95444,1,0.19714828,1,0.19660715,P_95444,4,1,0.27067895,P_95444,1,0.26909165,1,0.26937176,P_95444,4,1,0.2644698,P_95444,1,0.2639538,1,0.26401228,P_95444,5,1,0.26237439,P_95444,1,0.262284,1,0.24107111,P_95444,7,1,0.26580149,P_297682,1,0.26797072,1,0.27030866,P_95444
P_360682,W_9350,12,21;23;100;158;165;313;331;731;885;895;928;1555,21,0.026030791591070076,P_270172,0,21,0.02603079,P_21841,21,0.02603079,21,0.02603079,P_361238,0,21,0.02603079,P_665179,21,0.02603079,21,0.02603079,P_665179,0,21,0.02603079,P_298622,21,0.02603079,21,0.02603079,P_298622,2,1,0.13148283,P_770570,1,0.13148283,1,0.18148283,P_770570,2,1,0.11898283,P_770570,3,0.06342727,1,0.15370505,P_770570,3,1,0.12689949,P_770570,3,0.07250135,1,0.20120505,P_770570,5,1,0.12219035,P_770570,3,0.06422146,1,0.26832935,P_770570,7,2,0.07142436,P_685663,5,0.04289305,1,0.28821158,P_770570
P_36079,W_4865,12,846;1357;1964;2151;2410;3646;4534;4685;4765;4831;5991;7486,846,0.0017010483500158279,P_574540,0,846,0.00170105,P_574540,846,0.00170105,846,0.00170105,P_673224,0,846,0.00170105,P_169566,846,0.00170105,846,0.00170105,P_673224,0,846,0.00170105,P_169566,846,0.00170105,846,0.00170105,P_673224,0,846,0.00170105,P_169566,846,0.00170105,846,0.00170105,P_673224,0,846,0.00170105,P_169566,846,0.00170105,846,0.00170105,P_456362,0,846,0.00170105,P_169566,846,0.00170105,846,0.00170105,P_456362,0,846,0.00170105,P_169566,846,0.00170105,846,0.00170105,P_456362,0,846,0.00170105,P_116183,846,0.00170105,846,0.00170105,P_116183
P_36083,W_26941,12,15;18;23;24;32;48;58;67;145;195;222;607,15,0.0982409825954087,P_37513,0,15,0.09824098,P_14963,15,0.09824098,15,0.09824098,P_14963,0,15,0.09824098,P_591183,15,0.09824098,15,0.09824098,P_591183,2,1,0.22231506,P_79296,1,0.25009283,1,0.20009283,P_79296,4,1,0.32295343,P_79296,1,0.34338994,1,0.35033438,P_79296,6,1,0.48364291,P_26941,1,0.49356355,1,0.50745244,P_79296,8,1,0.50413067,P_26941,1,0.48130409,1,0.63131936,P_79296,10,1,0.53720389,P_26941,1,0.53169468,1,0.62686233,P_79296,11,1,0.49098295,P_26941,1,0.46140323,1,0.46018901,P_79296
P_360872,W_7495,12,1;3;6;7;10;23;37;47;64;77;123;3771,1,0.35178958020262474,P_50915,2,1,0.37956736,P_50915,1,0.37956736,1,0.37956736,P_50915,5,1,0.45694831,P_50915,1,0.45694831,1,0.45694831,P_50915,5,1,0.43611498,P_50915,1,0.43611498,1,0.43721147,P_50915,6,1,0.49354251,P_50915,1,0.46298696,1,0.49411723,P_50915,8,1,0.62748124,P_50915,1,0.60515981,1,0.62909623,P_50915,10,1,0.69590652,P_50915,1,0.67693593,1,0.70014579,P_50915,11,1,0.7630773,P_73308,1,0.7085906,1,0.75655173,P_50915,11,1,0.70343195,P_73308,1,0.63553385,1,0.73081167,P_50915
P_360878,W_11485,12,1;2;3;5;6;7;8;9;13;15;31;35,1,0.7759196075728334,P_73463,4,1,0.79258627,P_73463,1,0.79258627,1,0.79258627,P_185505,8,1,0.83805585,P_73463,1,0.83805585,1,0.83805585,P_185505,10,1,0.89147465,P_73463,1,0.8838989,1,0.86766513,P_185505,10,1,0.89147465,P_73463,1,0.8838989,1,0.82233349,P_185505,12,1,0.91921769,P_73463,1,0.89562184,1,0.82204184,P_185505,12,1,0.90104167,P_73463,1,0.87523257,1,0.78444818,P_185505,12,1,0.89618056,P_73463,1,0.85767335,1,0.76924591,P_185505,12,1,0.89299467,P_73463,1,0.83838902,1,0.73627964,P_185505
P_360953,W_28094,12,86;112;186;196;279;493;553;1113;1533;3093;6680;12768,86,0.010637524253416374,P_475319,0,86,0.01063752,P_475319,86,0.01063752,86,0.01063752,P_765233,0,86,0.01063752,P_438212,86,0.01063752,86,0.01063752,P_765233,0,86,0.01063752,P_438212,86,0.01063752,86,0.01063752,P_438212,0,86,0.01063752,P_438212,86,0.01063752,86,0.01063752,P_438212,0,86,0.01063752,P_438212,86,0.01063752,86,0.01063752,P_438212,1,23,0.01329172,P_438212,17,0.01457049,10,0.01800187,P_438212,4,13,0.0277177,P_92665,8,0.03377294,1,0.12867313,P_230025,6,1,0.10485388,P_470520,1,0.10426474,1,0.21171166,P_470520
P_361158,W_11785,12,15;31;177;271;292;788;848;1288;1419;1822;1837;5512,15,0.01850762957524921,P_97912,0,15,0.01850763,P_195262,15,0.01850763,15,0.01850763,P_498415,0,15,0.01850763,P_195262,15,0.01850763,15,0.01850763,P_498415,1,1,0.09628541,P_120174,1,0.09628541,1,0.09628541,P_120174,1,2,0.05461874,P_74843,2,0.05461874,1,0.09628541,P_120174,2,2,0.06776092,P_74843,3,0.05387203,1,0.13257573,P_120174,2,3,0.0492424,P_74843,4,0.04122958,1,0.13257573,P_120174,3,3,0.06238659,P_74843,4,0.0592883,1,0.1811633,P_120174,5,3,0.07427282,P_74843,7,0.06055064,1,0.30251428,P_79609
P_361179,W_10846,12,10;21;122;139;142;577;1249;1483;2363;3916;6708;8774,10,0.026215327259353258,P_114909,0,10,0.02621533,P_115080,10,0.02621533,10,0.02621533,P_115080,1,4,0.03871533,P_129391,4,0.03871533,3,0.04565977,P_129391,1,5,0.03454866,P_129391,5,0.03454866,3,0.04565977,P_129391,2,7,0.03062218,P_129391,8,0.02962141,4,0.05458834,P_129391,2,8,0.02631453,P_129391,11,0.02347362,4,0.04929734,P_129391,2,15,0.01870617,P_129391,23,0.01649265,6,0.03573914,P_129391,5,22,0.02040674,P_148858,17,0.01948107,8,0.04726921,P_129391,5,36,0.01296695,P_148858,38,0.01001001,10,0.03296873,P_709760
P_361200,W_38517,12,353;870;1206;1865;1938;2111;2162;2609;2732;3648;7427;7539,353,0.002549887966093359,P_606830,0,353,0.00254989,P_421629,353,0.00254989,353,0.00254989,P_421629,0,353,0.00254989,P_421629,353,0.00254989,353,0.00254989,P_421629,0,353,0.00254989,P_759900,353,0.00254989,353,0.00254989,P_369519,0,353,0.00254989,P_649827,353,0.00254989,353,0.00254989,P_649827,0,353,0.00254989,P_649827,353,0.00254989,353,0.00254989,P_649827,0,353,0.00254989,P_169573,353,0.00254989,353,0.00254989,P_283745,0,353,0.00254989,P_400380,353,0.00254989,353,0.00254989,P_400380,1,33,0.00483907,P_400380,30,0.00509159,3,0.03009159,P_400380
P_36121,W_3057,12,78;82;120;128;228;332;733;1417;2551;2683;2758;10480,78,0.013420585923134352,P_646499,0,78,0.01342059,P_296078,78,0.01342059,78,0.01342059,P_287207,0,78,0.01342059,P_296078,78,0.01342059,78,0.01342059,P_287207,0,78,0.01342059,P_296078,78,0.01342059,78,0.01342059,P_287207,0,78,0.01342059,P_296078,78,0.01342059,78,0.01342059,P_287207,0,78,0.01342059,P_296078,78,0.01342059,78,0.01342059,P_287207,2,1,0.1214308,P_446489,1,0.1214308,1,0.17698636,P_446489,4,1,0.23385189,P_228033,1,0.23688219,1,0.2630396,P_228033,6,1,0.24543593,P_228033,1,0.24149041,1,0.32662027,P_228033
P_361210,W_11006,12,36;42;72;135;183;255;1124;1823;2474;3949;5912;7949,36,0.018141786090968788,P_44435,0,36,0.01814179,P_622828,36,0.01814179,36,0.01814179,P_44435,0,36,0.01814179,P_622828,36,0.01814179,36,0.01814179,P_44435,0,36,0.01814179,P_622828,36,0.01814179,36,0.01814179,P_44435,0,36,0.01814179,P_622828,36,0.01814179,36,0.01814179,P_44435,2,25,0.02009401,P_622828,23,0.02069024,10,0.02945131,P_622828,3,35,0.0178233,P_622828,31,0.01818879,19,0.02805024,P_622828,5,50,0.01680617,P_622828,54,0.01678673,25,0.02557198,P_292660,6,93,0.01073675,P_622828,111,0.00984725,44,0.01578005,P_292660
P_361238,W_116622,12,11;18;132;391;458;565;1679;2461;3246;4467;5974;6202,11,0.022726788916869644,P_663921,0,11,0.02272679,P_663921,11,0.02272679,11,0.02272679,P_663921,0,11,0.02272679,P_663921,11,0.02272679,11,0.02272679,P_151846,2,11,0.02628804,P_663921,11,0.02735642,12,0.02325288,P_298622,2,18,0.01929333,P_663921,18,0.01929333,17,0.01720399,P_298622,2,31,0.0134819,P_663921,33,0.01317893,32,0.01219964,P_298622,2,60,0.00973164,P_796012,66,0.0094375,63,0.00908718,P_732730,3,106,0.00794712,P_796012,122,0.00768315,113,0.00746851,P_732730,5,121,0.00675231,P_796012,97,0.00656765,120,0.00651148,P_732730
P_361293,W_22286,12,299;393;566;918;1510;3449;3468;3536;4724;5333;8820;10041,299,0.00280379422728204,P_101533,0,299,0.00280379,P_60217,299,0.00280379,299,0.00280379,P_60217,0,299,0.00280379,P_287010,299,0.00280379,299,0.00280379,P_287010,0,299,0.00280379,P_28070,299,0.00280379,299,0.00280379,P_111341,0,299,0.00280379,P_28070,299,0.00280379,299,0.00280379,P_609600,0,299,0.00280379,P_426749,299,0.00280379,299,0.00280379,P_36160,0,299,0.00280379,P_92928,299,0.00280379,299,0.00280379,P_36160,0,299,0.00280379,P_92928,299,0.00280379,299,0.00280379,P_460869,2,10,0.01090782,P_404331,4,0.02342024,1,0.08586836,P_629583
P_361294,W_8696,12,1;2;3;4;5;8;9;10;12;26;127;924,1,0.7134995290507101,P_655060,5,1,0.71349953,P_655060,1,0.71349953,1,0.71349953,P_655060,8,1,0.62441223,P_655060,1,0.63433286,1,0.73433286,P_655060,9,2,0.44398895,P_288454,2,0.43647189,1,0.7128622,P_655060,10,2,0.41487387,P_288454,2,0.39626306,1,0.75117759,P_655060,10,2,0.34359788,P_288454,2,0.3153503,1,0.7327188,P_655060,10,2,0.31795994,P_288454,2,0.27238088,1,0.72735111,P_655060,11,2,0.28169634,P_288454,4,0.19038495,1,0.70966749,P_655060,11,2,0.22280064,P_288454,6,0.1136967,1,0.67875135,P_655060
P_361360,W_62433,12,1497;3035;3559;4178;5714;5847;6187;6600;6837;6853;8275;8418,1497,0.0010752042491560625,P_764280,0,1497,0.0010752,P_163946,1497,0.0010752,1497,0.0010752,P_163946,0,1497,0.0010752,P_163946,1497,0.0010752,1497,0.0010752,P_163946,0,1497,0.0010752,P_712674,1497,0.0010752,1497,0.0010752,P_712674,0,1497,0.0010752,P_712674,1497,0.0010752,1497,0.0010752,P_712674,0,1497,0.0010752,P_712674,1497,0.0010752,1497,0.0010752,P_712674,0,1497,0.0010752,P_712674,1497,0.0010752,1497,0.0010752,P_712674,0,1497,0.0010752,P_712674,1497,0.0010752,1497,0.0010752,P_712674,0,1497,0.0010752,P_62792,1497,0.0010752,1497,0.0010752,P_62792
P_36145,W_14969,12,2;15;18;22;92;101;168;175;245;569;670;1590,2,0.10510228062163877,P_266299,1,5,0.08010228,P_266299,5,0.08010228,5,0.08010228,P_266299,1,8,0.07385228,P_11958,8,0.07385228,7,0.07534038,P_11958,3,6,0.07997602,P_11958,5,0.07950704,8,0.0796288,P_11958,4,4,0.09060663,P_11958,4,0.09045434,3,0.09875307,P_11958,4,4,0.07911022,P_11958,4,0.07535422,4,0.08306898,P_11958,5,6,0.06472881,P_11958,6,0.0607,4,0.08748202,P_11958,8,6,0.08905271,P_11958,8,0.07700518,2,0.18250859,P_11958,9,8,0.06589539,P_11958,12,0.05184194,2,0.14573473,P_11958
P_361450,W_43012,12,1;2;22;258;434;588;630;1683;1939;2343;6585;7716,1,0.18346601102536977,P_752802,2,1,0.18346601,P_752802,1,0.18346601,1,0.18346601,P_752802,2,1,0.15568823,P_752802,2,0.11402157,1,0.15568823,P_752802,2,1,0.12096601,P_752802,3,0.06124379,1,0.14179934,P_752802,3,1,0.14829285,P_752802,2,0.09154682,3,0.11654682,P_780590,3,1,0.15622936,P_752802,3,0.06214867,3,0.08599126,P_780590,3,3,0.07210237,P_58783,8,0.03168047,9,0.03942024,P_330057,3,7,0.04133836,P_460118,18,0.01812728,13,0.02753224,P_460118,5,20,0.02514725,P_460118,27,0.01745269,23,0.01938797,P_767171
P_36147,W_3353,12,2;52;570;1334;1811;1950;2154;2343;2376;2384;2681;4988,2,0.04780970414687718,P_33213,1,1,0.08947637,P_182341,1,0.08947637,1,0.08947637,P_182341,1,1,0.08947637,P_182341,1,0.08947637,1,0.08947637,P_182341,1,1,0.08947637,P_182341,1,0.08947637,1,0.08947637,P_182341,1,1,0.08947637,P_182341,1,0.08947637,1,0.08947637,P_182341,1,1,0.08947637,P_182341,1,0.08947637,1,0.08947637,P_182341,2,1,0.11960458,P_182341,1,0.12793791,1,0.16960458,P_182341,2,1,0.11008077,P_182341,1,0.10478976,1,0.16960458,P_182341,2,1,0.09607516,P_182341,1,0.09147958,1,0.16960458,P_182341
P_36148,W_3353,12,1;13;24;25;33;61;94;136;169;350;1981;2175,1,0.15957578621445911,P_576398,1,1,0.15957579,P_576398,1,0.15957579,1,0.15957579,P_576398,1,1,0.15957579,P_576398,1,0.15957579,1,0.15957579,P_576398,2,1,0.23008861,P_764372,1,0.23008861,1,0.23008861,P_764372,4,1,0.37300527,P_3353,1,0.37300527,1,0.37300527,P_3353,5,1,0.44371234,P_3353,1,0.44371234,1,0.44371234,P_3353,7,1,0.5774581,P_3353,1,0.59597662,1,0.59597662,P_3353,9,1,0.74497012,P_3353,1,0.75330345,1,0.75330345,P_3353,10,1,0.82668008,P_3353,1,0.82668008,1,0.83425583,P_3353
P_36149,W_10428,12,3;6;23;63;91;151;232;2573;5367;6067;7527;7775,3,0.08290710678413009,P_131221,1,1,0.13846266,P_35215,1,0.13846266,1,0.13846266,P_35215,2,1,0.19401822,P_35215,1,0.19401822,1,0.19401822,P_10428,2,1,0.19401822,P_10428,1,0.19401822,1,0.19401822,P_10428,3,1,0.26648199,P_10428,1,0.26648199,1,0.26648199,P_10428,3,1,0.26648199,P_10428,1,0.26648199,1,0.26648199,P_10428,5,1,0.29913172,P_10428,1,0.30398666,1,0.29270229,P_10428,6,1,0.35425453,P_10428,1,0.37002333,1,0.36215677,P_10428,7,1,0.35620262,P_10428,1,0.36719596,1,0.37259296,P_10428
P_36158,W_6437,12,2;9;30;33;59;69;75;90;96;135;802;998,2,0.12424355691675155,P_330661,1,5,0.09924356,P_150853,5,0.09924356,4,0.10341022,P_330661,2,2,0.12239171,P_150853,2,0.12239171,1,0.16591022,P_248154,2,7,0.08429647,P_75264,7,0.08429647,1,0.15616363,P_248154,3,1,0.16283058,P_297388,1,0.16254322,1,0.20323462,P_297388,4,1,0.23861366,P_24143,1,0.23709228,1,0.28188289,P_297388,9,1,0.54679485,P_24143,1,0.54129225,1,0.59665338,P_297388,10,1,0.61034435,P_24143,1,0.59466731,1,0.65018753,P_297388,10,1,0.58689996,P_24143,1,0.50559468,1,0.63089187,P_297388
