query_pid,query_wid,fold,p_no_cover_oof,y_no_cover
P_372207,W_18507,4,0.754449,1
P_372210,W_27906,0,0.744835,1
P_372227,W_13440,2,0.546983,0
P_37227,W_1278,0,0.10773,0
P_372448,W_97414,3,0.233875,0
P_372457,W_97414,3,0.412834,0
P_372538,W_15223,3,0.52849,0
P_372666,W_9350,2,0.639162,0
P_372667,W_28784,2,0.428558,1
P_372688,W_19985,2,0.597256,1
P_372689,W_4820,4,0.777941,1
P_372692,W_23767,0,0.727823,1
P_372694,W_35206,0,0.756242,0
P_372710,W_29060,0,0.533751,1
P_372845,W_4642,1,0.328052,1
P_372859,W_54466,2,0.092515,0
P_372941,W_12159,4,0.656992,0
P_373,W_373,0,0.276906,0
P_373023,W_10845,3,0.64125,0
P_373025,W_70931,1,0.837054,0
P_373143,W_20257,1,0.381462,1
P_37315,W_11785,3,0.639844,1
P_373168,W_116622,0,0.231176,0
P_373184,W_38171,4,0.631352,1
P_373199,W_7264,3,0.515198,1
P_373208,W_10849,2,0.734096,0
P_373213,W_10913,1,0.526218,1
P_373242,W_4698,1,0.742756,1
P_373258,W_117849,1,0.630689,1
P_373305,W_25511,4,0.700363,0
P_373306,W_4849,1,0.6636,0
P_373386,W_2855,4,0.672195,1
P_373421,W_34791,0,0.377066,0
P_373469,W_2407,2,0.077182,1
P_37378,W_32408,2,0.739717,0
P_373784,W_11841,4,0.195486,0
P_37382,W_10788,1,0.317113,1
P_37389,W_642,3,0.074609,0
P_373912,W_124809,1,0.362863,0
P_3744,W_3744,2,0.259155,0
P_374678,W_11474,2,0.772055,1
P_37478,W_430,3,0.058039,0
P_374951,W_111906,1,0.523745,1
P_375,W_375,4,0.398135,0
P_37513,W_37513,1,0.060842,0
P_375131,W_19508,0,0.235883,1
P_375198,W_21352,3,0.142166,0
P_375336,W_126478,0,0.790797,1
P_37559,W_22556,4,0.240098,0
P_375734,W_343,4,0.2109,0
P_376366,W_8937,0,0.073566,0
P_376367,W_14969,1,0.241151,0
P_37649,W_14019,3,0.586698,1
P_376558,W_12992,4,0.184246,0
P_376869,W_71702,3,0.705782,1
P_376871,W_4806,4,0.660782,0
P_376875,W_11833,1,0.707,1
P_376892,W_564,4,0.109163,0
P_37701,W_15385,4,0.309352,0
P_37702,W_1305,2,0.248177,0
P_37715,W_5368,3,0.151294,0
P_377269,W_2158,3,0.713221,1
P_37733,W_3174,2,0.155993,0
P_377343,W_137560,3,0.584297,1
P_37736,W_1454,0,0.152663,0
P_37743,W_5363,4,0.484776,1
P_377441,W_22451,3,0.534808,1
P_377519,W_116622,0,0.668931,1
P_377523,W_59319,4,0.803812,1
P_377531,W_11667,3,0.704765,1
P_377599,W_2759,3,0.670056,1
P_377601,W_2966,4,0.552082,0
P_377605,W_5095,4,0.127497,0
P_37776,W_37776,3,0.62622,0
P_377879,W_121296,2,0.353798,1
P_377881,W_4755,3,0.076467,0
P_378028,W_7253,2,0.714066,1
P_378077,W_2427,4,0.189877,1
P_378138,W_5233,4,0.748773,1
P_378139,W_5233,4,0.649583,1
P_378176,W_138964,0,0.704686,0
P_378180,W_138964,0,0.572685,0
P_378255,W_48320,1,0.688195,1
P_378292,W_138964,0,0.633994,0
P_378294,W_138964,0,0.656784,0
P_378304,W_138964,0,0.661988,1
P_378347,W_12460,1,0.239705,0
P_378418,W_6676,3,0.367719,0
P_378421,W_39520,2,0.281884,0
P_378448,W_27911,0,0.623173,0
P_378485,W_138964,0,0.708491,1
P_378486,W_138964,0,0.648173,0
P_378489,W_143052,0,0.708999,1
P_378512,W_424,1,0.099803,0
P_378562,W_2970,1,0.449594,0
P_378573,W_23142,1,0.362989,0
P_378684,W_6693,0,0.142816,0
P_37872,W_1412,1,0.747862,1
P_378721,W_3673,0,0.19055,1
P_378732,W_3237,4,0.404721,1
P_37877,W_12937,3,0.446656,0
P_378816,W_138964,0,0.629275,0
P_37882,W_11352,1,0.445392,1
P_378854,W_138964,0,0.6612,0
P_379088,W_138964,0,0.477161,0
P_379249,W_28094,0,0.677187,1
P_379266,W_184,4,0.301572,0
P_37937,W_594,1,0.215589,0
P_379423,W_14809,2,0.392681,1
P_379424,W_117417,4,0.549686,1
P_379433,W_2393,1,0.227318,1
P_37947,W_37947,2,0.505594,1
P_37948,W_37947,2,0.536227,1
P_379504,W_82877,4,0.724176,1
P_379507,W_25489,1,0.45479,1
P_379527,W_25154,0,0.661461,0
P_379591,W_7762,4,0.634942,1
P_379599,W_19748,1,0.614034,0
P_379622,W_45675,2,0.258469,1
P_379641,W_78838,3,0.468383,0
P_37975,W_21826,2,0.7601,1
P_37978,W_7583,1,0.670556,0
P_379846,W_103771,3,0.465326,0
P_379848,W_4012,3,0.541524,0
P_379968,W_5461,4,0.756738,1
P_38007,W_1412,1,0.509324,1
P_38008,W_13698,1,0.46983,1
P_380099,W_129436,1,0.777465,1
P_38010,W_103,2,0.261045,0
P_380121,W_867,3,0.634527,1
P_380275,W_103129,0,0.750793,1
P_380313,W_5500,4,0.309951,0
P_380392,W_2110,1,0.069404,0
P_380400,W_146806,4,0.718857,1
P_380403,W_146806,4,0.568116,0
P_380407,W_146806,4,0.586205,0
P_380431,W_5216,1,0.406675,1
P_380439,W_146806,4,0.535801,0
P_380452,W_6441,4,0.584235,1
P_38051,W_17053,4,0.109049,0
P_380530,W_34086,3,0.083729,0
P_38054,W_21828,3,0.046917,0
P_380566,W_146806,4,0.693392,0
P_380587,W_3097,1,0.352478,0
P_380590,W_11785,3,0.32708,0
P_38079,W_401,2,0.138943,0
P_380822,W_25030,1,0.182479,0
P_380824,W_19789,1,0.141566,0
P_380828,W_2427,4,0.415641,0
P_38090,W_343,4,0.134044,0
P_38094,W_3221,0,0.36823,0
P_38096,W_2083,2,0.232867,1
P_38097,W_2085,3,0.050347,0
P_381040,W_23772,3,0.636905,0
P_381089,W_9560,4,0.357258,0
P_381144,W_10745,1,0.727414,1
P_38120,W_867,3,0.217498,0
P_381336,W_56072,0,0.055278,0
P_381351,W_25621,3,0.557846,0
P_381385,W_31327,2,0.542883,0
P_381580,W_2901,0,0.675596,1
P_381581,W_117450,0,0.625145,1
P_381582,W_5954,3,0.630836,1
P_38171,W_38171,4,0.630642,0
P_381745,W_22581,3,0.286214,0
P_381792,W_243,0,0.692704,1
P_381929,W_3203,1,0.162649,0
P_381967,W_22581,3,0.187352,0
P_382100,W_22581,3,0.09895,0
P_38219,W_6163,1,0.432918,0
P_382220,W_10065,3,0.657909,0
P_382334,W_122729,0,0.35718,0
P_382363,W_31383,2,0.501026,0
P_382378,W_3162,2,0.185983,0
P_382380,W_42631,3,0.16904,1
P_382511,W_123840,1,0.65323,1
P_382512,W_5958,0,0.270688,0
P_382799,W_1924,2,0.209014,0
P_382827,W_1924,2,0.16038,0
P_382930,W_108692,1,0.363828,0
P_38295,W_209,0,0.218642,1
P_382996,W_856,2,0.235065,0
P_383018,W_167,1,0.604683,1
P_383019,W_8339,0,0.173772,0
P_383143,W_111510,2,0.680145,1
P_383148,W_5294,1,0.772383,0
P_383231,W_580,3,0.201029,0
P_383397,W_46288,2,0.617349,1
P_383498,W_5319,3,0.117655,0
P_38384,W_7279,4,0.508462,1
P_383897,W_23770,4,0.637238,1
P_3839,W_3839,2,0.575615,0
P_383913,W_38171,4,0.744208,0
P_383952,W_3221,0,0.294201,0
P_383953,W_112640,1,0.249828,0
P_383960,W_343,4,0.198125,0
P_383966,W_8387,2,0.214908,0
P_3840,W_3839,2,0.672638,1
P_38416,W_3063,0,0.332672,1
P_384242,W_1456,1,0.390154,0
P_384275,W_49809,4,0.207231,0
P_384276,W_42631,3,0.23863,1
P_38432,W_28493,4,0.599844,1
P_38434,W_3266,0,0.702705,0
P_38439,W_2454,3,0.601533,0
P_38440,W_184,4,0.125654,0
P_384637,W_11817,2,0.665195,0
P_38472,W_4700,1,0.703482,1
P_384737,W_52851,4,0.381794,0
P_38474,W_5316,0,0.713341,0
P_38475,W_4837,4,0.56483,0
P_38476,W_38476,0,0.743792,1
P_384766,W_20541,3,0.183044,1
P_38489,W_28495,3,0.695115,1
P_3849,W_18,0,0.401465,1
P_38497,W_38495,2,0.588895,0
P_38506,W_11472,4,0.608276,1
P_38509,W_4690,0,0.548665,1
P_385095,W_42631,3,0.78871,1
P_38510,W_38429,4,0.625899,1
P_38511,W_10914,1,0.660478,1
P_38519,W_38517,4,0.68722,1
P_385196,W_46288,2,0.678731,1
P_38523,W_38517,4,0.74634,1
P_38524,W_38517,4,0.664473,1
P_38534,W_28184,1,0.76253,1
P_38536,W_4683,2,0.644749,0
P_385365,W_24484,1,0.802225,1
P_385393,W_28495,3,0.587671,1
P_385399,W_5118,4,0.244162,0
P_385451,W_7312,2,0.624356,1
P_385505,W_226,3,0.019203,0
P_38557,W_20960,1,0.171711,0
P_38564,W_1409,4,0.310689,1
P_38566,W_9092,4,0.745218,1
P_385723,W_37513,1,0.125445,0
P_3858,W_3858,0,0.373582,0
P_38582,W_9103,1,0.089141,0
P_38583,W_10685,2,0.356277,0
P_385903,W_856,2,0.226202,0
P_38593,W_10790,1,0.139457,0
P_385933,W_4277,0,0.018377,0
P_385969,W_144354,0,0.029723,0
P_385992,W_9626,2,0.722641,0
P_38600,W_10685,2,0.27928,0
P_386077,W_3221,0,0.219826,1
P_386123,W_1596,1,0.257712,0
P_38639,W_10790,1,0.437643,1
P_386413,W_9643,0,0.298046,0
P_386447,W_3995,4,0.267958,1
P_38647,W_303,3,0.616053,0
P_386476,W_5515,3,0.203686,0
P_38649,W_10685,2,0.463886,0
P_38653,W_1616,3,0.368301,1
P_386533,W_53997,1,0.484325,1
P_38655,W_9092,4,0.665336,1
P_386557,W_14229,3,0.574762,1
P_386592,W_5319,3,0.353914,0
P_386618,W_25000,4,0.026934,0
P_38662,W_1616,3,0.163248,0
P_386625,W_704,3,0.159593,0
P_386653,W_3928,4,0.083564,0
P_386738,W_8937,0,0.167713,0
P_386751,W_5616,3,0.707281,0
P_386765,W_184,4,0.39016,0
P_386865,W_7245,0,0.309904,0
P_38690,W_662,2,0.728309,1
P_38691,W_14229,3,0.612333,1
P_386910,W_3978,1,0.339102,1
P_38692,W_3673,0,0.835705,1
P_386944,W_11785,3,0.270455,0
P_38696,W_10790,1,0.554001,1
P_38708,W_3552,4,0.542796,0
P_38710,W_9103,1,0.400047,1
P_38711,W_10790,1,0.167938,0
P_38715,W_3673,0,0.410143,1
P_38716,W_2301,3,0.407764,0
P_387185,W_82218,3,0.404871,1
P_387228,W_3260,0,0.571216,0
P_387229,W_3260,0,0.622819,1
P_387315,W_64650,2,0.639961,1
P_387356,W_45675,2,0.428994,0
P_387373,W_4829,4,0.728314,1
P_387377,W_7584,0,0.736176,0
P_387378,W_5438,3,0.840049,0
P_38738,W_3552,4,0.571218,0
P_387380,W_7284,1,0.763839,1
P_387381,W_21958,1,0.432738,1
P_38739,W_662,2,0.711882,1
P_38741,W_10526,0,0.411803,0
P_387417,W_10212,3,0.439131,0
P_38744,W_9092,4,0.504275,0
P_387461,W_121504,2,0.696675,1
P_387644,W_13523,4,0.382497,0
P_38771,W_10526,0,0.441747,1
P_38772,W_3162,2,0.414691,1
P_387723,W_12937,3,0.330962,1
P_38775,W_3673,0,0.414239,1
P_38782,W_303,3,0.740342,1
P_38783,W_3673,0,0.450803,1
P_38784,W_3552,4,0.772691,1
P_38785,W_2301,3,0.634235,1
P_38787,W_3074,2,0.368507,0
P_38788,W_2928,1,0.469069,0
P_38789,W_1616,3,0.314501,0
P_3879,W_1153,3,0.347581,0
P_38790,W_2474,1,0.672899,1
P_38791,W_1409,4,0.380533,0
P_38792,W_10790,1,0.425455,1
P_387924,W_46288,2,0.337694,0
P_387925,W_22581,3,0.212823,0
P_38802,W_9092,4,0.729573,1
P_388036,W_82985,4,0.710078,1
P_388037,W_38517,4,0.640539,1
P_388039,W_7581,1,0.758643,1
P_388109,W_32053,3,0.787166,1
P_38813,W_10788,1,0.29158,0
P_388131,W_120968,2,0.502636,0
P_38832,W_10790,1,0.274025,0
P_38833,W_3673,0,0.438153,1
P_38835,W_14229,3,0.40129,1
P_38837,W_2301,3,0.635245,0
P_38838,W_303,3,0.301121,0
P_388396,W_11014,1,0.28215,1
P_388397,W_2930,3,0.224635,0
P_38841,W_10685,2,0.360485,1
P_388411,W_932,4,0.676451,1
P_388414,W_1812,4,0.462583,0
P_38842,W_662,2,0.726871,1
P_388420,W_5461,4,0.527088,1
P_38843,W_10526,0,0.251152,1
P_38845,W_9092,4,0.500092,1
P_38848,W_8213,1,0.374876,0
P_388542,W_10528,3,0.61463,1
P_388546,W_12972,4,0.468843,0
P_38855,W_2474,1,0.423081,0
P_38856,W_998,4,0.1696,1
P_38857,W_8387,2,0.662596,0
P_38858,W_3074,2,0.25424,0
P_38859,W_3447,4,0.311792,0
P_38860,W_3177,2,0.193066,1
P_388605,W_100,4,0.288484,0
P_38861,W_1616,3,0.439906,0
P_38862,W_9626,2,0.726797,0
P_38863,W_3174,2,0.462983,0
P_38865,W_961,0,0.19018,0
P_38866,W_1456,1,0.14339,0
P_38867,W_1478,1,0.117495,0
P_38871,W_5958,0,0.55305,1
P_38872,W_1596,1,0.174584,0
P_38873,W_1130,2,0.370967,0
P_38875,W_383,3,0.420074,0
P_388753,W_115249,2,0.66836,0
P_388803,W_111656,0,0.710332,1
P_388880,W_401,2,0.283603,0
P_389008,W_116516,4,0.108955,1
P_38903,W_3162,2,0.064323,0
P_389044,W_1055,2,0.694668,1
P_389115,W_13691,1,0.344725,0
P_389178,W_82200,4,0.585905,1
P_389553,W_123840,1,0.71346,1
P_389555,W_23116,0,0.786,1
P_389568,W_656,1,0.289916,0
P_389583,W_233,4,0.411766,0
P_389754,W_9576,4,0.630662,1
P_389755,W_11484,3,0.575691,1
P_389857,W_55861,0,0.548781,1
P_389913,W_4755,3,0.156071,1
P_390061,W_116516,4,0.439723,0
P_390080,W_7577,0,0.46573,1
P_390327,W_2855,4,0.40836,0
P_3904,W_3904,1,0.749233,1
P_390462,W_3497,1,0.590634,1
P_390464,W_20960,1,0.603341,1
P_390524,W_2911,0,0.658959,0
P_39055,W_39055,4,0.17819,0
P_390595,W_199,1,0.310481,1
P_390610,W_2968,4,0.856551,1
P_390624,W_121852,2,0.798395,0
P_390628,W_13875,4,0.545295,1
P_390685,W_12968,4,0.20016,0
P_39079,W_33804,0,0.378022,0
P_391074,W_11833,1,0.698507,1
P_391148,W_120968,2,0.405687,0
P_391224,W_27328,1,0.516936,0
P_391237,W_1347,4,0.798291,1
P_391556,W_580,3,0.317461,0
P_391758,W_5954,3,0.483501,1
P_391776,W_122254,2,0.621108,1
P_391862,W_22965,1,0.756028,1
P_391863,W_7584,0,0.693336,0
P_391865,W_30668,4,0.665231,1
P_391867,W_7580,4,0.341594,0
P_391868,W_8203,4,0.728532,1
P_391869,W_13540,3,0.80672,1
P_391993,W_3414,4,0.235691,0
P_392015,W_5141,0,0.419052,0
P_392029,W_26988,2,0.473626,1
P_392032,W_3057,0,0.167376,1
P_392200,W_42997,4,0.450898,0
P_39227,W_148,4,0.554057,1
P_392275,W_18507,4,0.705419,1
P_392276,W_97460,2,0.485296,0
P_392282,W_27911,0,0.744408,1
P_392285,W_11358,1,0.467994,1
P_3923,W_9132,3,0.233089,0
P_392349,W_12972,4,0.346943,0
P_392406,W_4812,1,0.786587,0
P_392407,W_4820,4,0.882473,1
P_392408,W_4687,2,0.666736,0
P_392455,W_75372,1,0.784694,1
P_392456,W_7878,4,0.597508,0
P_392475,W_30326,0,0.576693,1
P_392494,W_32711,2,0.369592,1
P_392513,W_12972,4,0.601904,0
P_392525,W_19508,0,0.643216,1
P_392527,W_4541,3,0.670328,1
P_392557,W_18507,4,0.736651,0
P_392587,W_9131,0,0.538935,0
P_392672,W_50379,1,0.601944,1
P_392673,W_28221,2,0.508302,1
P_392698,W_57375,3,0.679059,1
P_392701,W_53262,1,0.798245,1
P_392702,W_4849,1,0.748601,1
P_392872,W_14501,0,0.323511,1
P_392889,W_3145,2,0.365736,1
P_392896,W_42117,0,0.639861,1
P_392899,W_8213,1,0.428892,0
P_3929,W_3928,4,0.037272,0
P_392902,W_2928,1,0.609388,1
P_392935,W_8535,4,0.547006,1
P_392984,W_117791,2,0.54786,0
P_39319,W_37776,3,0.563593,1
P_393263,W_1456,1,0.27831,0
P_393283,W_2301,3,0.390534,0
P_393293,W_3074,2,0.104982,0
P_393319,W_111854,2,0.851247,1
P_393325,W_26941,1,0.494726,0
P_393327,W_3270,0,0.101193,0
P_393329,W_45675,2,0.248155,1
P_393362,W_126478,0,0.762758,1
P_393381,W_40034,1,0.242915,1
P_393406,W_5930,0,0.309022,0
P_39348,W_22581,3,0.132317,0
P_393554,W_117849,1,0.195065,0
P_39359,W_1443,0,0.747272,1
P_393735,W_8213,1,0.459996,1
P_393829,W_7577,0,0.490557,0
P_393830,W_22948,0,0.71878,1
P_393832,W_59952,4,0.562541,1
P_393893,W_124199,0,0.656622,1
P_393898,W_111854,2,0.601571,1
P_393908,W_4779,2,0.581547,1
P_393918,W_26988,2,0.317403,0
P_393959,W_5500,4,0.698624,1
P_394002,W_3074,2,0.230297,0
P_394022,W_42117,0,0.542657,0
P_394026,W_2083,2,0.119586,0
P_394044,W_2976,2,0.768512,0
P_394047,W_10788,1,0.342755,0
P_39423,W_9276,3,0.587305,1
P_394397,W_5388,1,0.263465,0
P_394540,W_5461,4,0.453232,0
P_394550,W_20122,4,0.776745,1
P_394578,W_1378,4,0.597586,0
P_394585,W_31725,2,0.43798,0
P_394586,W_61921,0,0.848809,1
P_394639,W_4541,3,0.602648,1
P_39470,W_706,0,0.615495,1
P_394716,W_114947,1,0.435991,0
P_394769,W_10212,3,0.457734,0
P_394777,W_7312,2,0.230086,0
P_394780,W_20960,1,0.318816,0
P_394791,W_7312,2,0.815295,1
P_394854,W_20049,1,0.548136,0
P_394880,W_114810,0,0.711606,1
P_39491,W_2081,0,0.087099,0
P_394911,W_83296,4,0.786815,0
P_394914,W_33213,1,0.722231,1
P_394919,W_97460,2,0.581571,0
P_395140,W_8872,4,0.236264,1
P_39520,W_39520,2,0.130525,0
P_395207,W_14809,2,0.469856,0
P_39525,W_39525,3,0.01916,0
P_395368,W_13440,2,0.531722,0
P_395369,W_3092,1,0.046702,0
P_395607,W_37947,2,0.495479,0
P_395696,W_8339,0,0.705781,1
P_395713,W_83296,4,0.828678,0
P_395717,W_9286,2,0.718047,1
P_39576,W_4835,2,0.531871,0
P_395808,W_13222,0,0.228329,0
P_39582,W_284,2,0.570402,1
P_395940,W_80336,0,0.337159,0
P_39596,W_23116,0,0.757172,1
P_39612,W_3270,0,0.546855,1
P_396166,W_233,4,0.749107,1
P_396196,W_246,1,0.329398,1
P_39629,W_706,0,0.808741,1
P_39631,W_26988,2,0.631587,0
P_396352,W_15519,4,0.176394,0
P_396392,W_4244,4,0.0761,0
P_3964,W_3964,1,0.327306,0
P_396461,W_6753,3,0.425857,1
P_396488,W_24222,4,0.065477,0
P_3965,W_3964,1,0.168682,1
P_396524,W_594,1,0.147505,0
P_39653,W_14485,3,0.61255,1
P_39654,W_3414,4,0.286296,1
P_396576,W_64395,4,0.660935,1
P_396757,W_47639,0,0.44441,0
P_396874,W_2085,3,0.099987,0
P_396907,W_11485,4,0.017388,0
P_396934,W_31938,2,0.628795,1
P_396939,W_3858,0,0.627473,0
P_397072,W_4681,1,0.490384,0
P_397074,W_116516,4,0.550824,0
P_397178,W_961,0,0.156288,0
P_39718,W_4702,2,0.765189,1
P_39757,W_76174,2,0.618956,1
P_397783,W_116516,4,0.683869,0
P_39783,W_39783,4,0.808552,1
P_39785,W_39785,4,0.585062,1
P_397914,W_226,3,0.172246,0
P_39804,W_25489,1,0.412152,1
P_398110,W_116516,4,0.328467,1
P_398167,W_14599,4,0.479554,0
P_398263,W_2083,2,0.1915,0
P_398294,W_31091,0,0.288357,0
P_398316,W_20622,0,0.235756,0
P_398349,W_8850,2,0.336526,0
P_398350,W_112640,1,0.474437,0
P_398395,W_26941,1,0.383964,0
P_398400,W_5071,4,0.416151,0
P_398428,W_6210,3,0.862072,1
P_398444,W_9103,1,0.340939,1
P_398450,W_37947,2,0.462138,1
P_398456,W_143052,0,0.374003,0
P_398466,W_27906,0,0.765621,1
P_398672,W_140437,4,0.372299,0
P_398691,W_139740,3,0.290126,0
P_39871,W_6464,3,0.026669,0
P_398780,W_142497,1,0.432706,1
P_398849,W_118543,4,0.067896,0
P_398905,W_5552,4,0.579045,1
P_39897,W_20639,4,0.178713,0
P_399,W_399,2,0.141587,0
P_399006,W_23165,2,0.535365,1
P_399007,W_4277,0,0.073459,0
P_399034,W_32053,3,0.709879,1
P_399037,W_4728,1,0.523455,1
P_399094,W_20414,1,0.442854,0
P_399118,W_26461,3,0.367689,0
P_399156,W_233,4,0.262073,1
P_399209,W_115814,2,0.281881,0
P_399215,W_121495,2,0.035497,0
P_399284,W_11535,0,0.702537,0
P_39938,W_4354,3,0.268134,0
P_3995,W_3995,4,0.060555,0
P_39953,W_25154,0,0.737523,1
P_3996,W_3995,4,0.11476,0
P_399648,W_10154,4,0.298535,0
P_399664,W_20610,2,0.36574,1
P_399680,W_47101,0,0.409327,1
P_3997,W_3997,3,0.133426,0
P_399705,W_7229,1,0.700916,1
P_399710,W_11484,3,0.782288,1
P_399713,W_7581,1,0.69649,1
P_399760,W_799,4,0.11319,0
P_399766,W_42631,3,0.342155,1
P_3998,W_3997,3,0.085689,0
P_399827,W_47639,0,0.577865,0
P_399888,W_6939,1,0.550581,0
P_400,W_399,2,0.120679,0
P_4000,W_179,3,0.094303,0
P_400032,W_34568,3,0.225739,0
P_400055,W_5071,4,0.544337,1
P_400098,W_142497,1,0.283764,1
P_400102,W_139530,3,0.078095,0
P_400106,W_140442,2,0.456587,0
P_400136,W_4687,2,0.708844,0
P_400159,W_149298,0,0.612764,0
P_400160,W_149298,0,0.632544,0
P_400161,W_149298,0,0.574725,0
P_400172,W_149298,0,0.538289,0
P_400174,W_149298,0,0.734776,1
P_400263,W_2966,4,0.254666,0
P_400315,W_11485,4,0.275073,0
P_400336,W_8543,3,0.559048,0
P_40034,W_40034,1,0.545465,0
P_400347,W_4702,2,0.826166,1
P_400369,W_76174,2,0.65126,1
P_400370,W_37776,3,0.735291,1
P_400380,W_149298,0,0.778903,1
P_400388,W_149298,0,0.679889,1
P_400408,W_149298,0,0.627472,1
P_400428,W_118713,2,0.546369,1
P_400429,W_149298,0,0.793304,1
P_400435,W_594,1,0.257202,1
P_400436,W_118713,2,0.754533,1
P_400448,W_149298,0,0.534175,0
P_400516,W_3162,2,0.836842,1
P_400520,W_8387,2,0.301306,0
P_400537,W_26988,2,0.708428,1
P_400540,W_7489,0,0.474975,0
P_400570,W_998,4,0.330908,0
P_400758,W_2966,4,0.257015,0
P_400788,W_1364,3,0.633595,0
P_400975,W_93644,0,0.804909,0
P_401,W_401,2,0.266787,0
P_401007,W_149298,0,0.584903,1
P_401011,W_9704,2,0.469598,0
P_401080,W_113981,2,0.694235,1
P_401107,W_7816,2,0.610029,1
P_401110,W_65049,3,0.742301,1
P_401148,W_35472,2,0.504829,0
P_401164,W_22948,0,0.542997,1
P_401176,W_7229,1,0.769258,1
P_40119,W_6417,3,0.521176,0
P_4012,W_4012,3,0.22608,0
P_401239,W_7762,4,0.72153,1
P_401287,W_86939,4,0.576856,0
P_401384,W_11819,0,0.410736,1
P_401669,W_7816,2,0.794851,1
P_40174,W_20120,1,0.65365,0
P_40178,W_38495,2,0.693747,1
P_401780,W_57375,3,0.662915,1
P_401786,W_22556,4,0.094856,0
P_40181,W_20254,0,0.600824,1
P_40184,W_21817,0,0.426123,1
P_40186,W_10576,2,0.650082,0
P_40188,W_20110,3,0.787614,0
P_40189,W_31725,2,0.451384,1
P_40190,W_11859,4,0.594394,1
P_40192,W_7279,4,0.403736,0
P_40199,W_40199,4,0.766941,1
P_40200,W_40199,4,0.476163,1
P_40207,W_9006,2,0.67412,1
P_402087,W_20064,1,0.207505,0
P_402103,W_121296,2,0.581071,1
P_402104,W_662,2,0.741731,0
P_402114,W_109642,2,0.602365,1
P_402194,W_10141,4,0.445003,0
P_402257,W_1812,4,0.479454,0
P_402287,W_99751,2,0.223529,0
P_402428,W_76574,3,0.489905,1
P_402464,W_89492,2,0.416384,0
P_402476,W_91786,2,0.459349,0
P_402493,W_38495,2,0.7737,1
P_402507,W_45783,3,0.630194,1
P_40251,W_40251,0,0.57392,1
P_402519,W_7116,4,0.666808,1
P_402567,W_7247,2,0.166856,0
P_402601,W_29299,0,0.499853,0
P_402608,W_42453,1,0.629043,0
P_402641,W_11641,0,0.694536,0
P_402715,W_26941,1,0.161669,0
P_402848,W_13523,4,0.350188,0
P_402877,W_74362,3,0.40479,1
P_402924,W_149519,0,0.342691,0
P_402926,W_117417,4,0.535228,1
P_402927,W_149519,0,0.137511,0
P_402958,W_40671,4,0.666276,0
P_402990,W_54466,2,0.332326,0
P_402993,W_11358,1,0.537028,0
P_402994,W_54461,0,0.328309,0
P_403017,W_10852,4,0.673411,0
P_40312,W_8673,1,0.055168,0
P_403294,W_243,0,0.605765,0
P_403300,W_119695,2,0.524045,0
P_403559,W_149562,1,0.74073,1
P_403565,W_42453,1,0.612863,1
P_403606,W_434,4,0.441825,1
P_403629,W_4468,0,0.425586,1
P_403662,W_149562,1,0.734303,0
P_403663,W_149562,1,0.753973,1
P_403673,W_149562,1,0.658901,1
P_403679,W_149562,1,0.866577,1
P_403707,W_209,0,0.133894,0
P_403772,W_149562,1,0.806362,1
P_403801,W_149562,1,0.697009,0
P_403811,W_149562,1,0.410887,0
P_403845,W_149562,1,0.74161,0
P_403863,W_149562,1,0.781793,1
P_403868,W_8850,2,0.77833,1
P_403885,W_76174,2,0.715294,1
P_403963,W_1308,0,0.293357,0
P_403991,W_33804,0,0.327471,0
P_40400,W_2083,2,0.102744,0
P_404002,W_33804,0,0.227249,1
P_404046,W_143052,0,0.702797,1
P_404058,W_131020,0,0.764207,1
P_404137,W_149562,1,0.576387,0
P_40419,W_40419,2,0.421852,0
P_404206,W_149298,0,0.498096,1
P_404245,W_3063,0,0.521141,0
P_404284,W_2970,1,0.335952,1
P_404331,W_50523,2,0.390967,0
P_40434,W_19353,0,0.728125,1
P_404341,W_12795,0,0.681962,1
P_40435,W_19353,0,0.491813,1
P_404355,W_149562,1,0.740756,0
P_40436,W_19353,0,0.747439,1
P_404381,W_46408,1,0.256861,1
P_404397,W_14501,0,0.56331,1
P_404402,W_1308,0,0.508324,0
P_40443,W_19945,4,0.630672,1
P_404442,W_375,4,0.597774,1
P_40446,W_19945,4,0.445699,1
P_40449,W_19945,4,0.278733,1
P_404578,W_1409,4,0.61114,1
P_40458,W_27328,1,0.400265,0
P_404643,W_22148,1,0.288361,0
P_404645,W_22451,3,0.544175,1
P_404662,W_623,4,0.227623,1
P_404692,W_109122,1,0.571182,0
P_404695,W_86939,4,0.442724,1
P_404699,W_122254,2,0.601025,1
P_404713,W_175,2,0.73283,1
P_404725,W_11249,0,0.332211,0
P_404746,W_9266,1,0.726736,0
P_404786,W_10338,4,0.130102,0
P_404801,W_20622,0,0.498479,0
P_40482,W_9643,0,0.370116,1
P_404935,W_1443,0,0.318382,1
P_404953,W_64651,0,0.502068,1
P_404967,W_26988,2,0.400852,0
P_404999,W_33804,0,0.309857,0
P_405001,W_9128,2,0.252188,1
P_405020,W_15385,4,0.450722,0
P_40508,W_6784,3,0.22736,0
P_405172,W_45948,4,0.702664,1
P_405388,W_21826,2,0.282594,0
P_405398,W_9560,4,0.467648,0
P_405404,W_59954,2,0.578391,0
P_405575,W_1055,2,0.663637,1
P_405596,W_9262,1,0.349053,0
P_405621,W_40120,3,0.351067,0
P_405638,W_22961,4,0.704584,0
