subset,role,wid,pid,raw_frames,silent_fraction,n_nonfinite
coveranalysis,train,W_31478,P_456819,24227,0.00578,0
coveranalysis,train,W_71466,P_456853,19483,0.01309,0
coveranalysis,train,W_153462,P_457274,14422,0.01449,0
coveranalysis,train,W_138780,P_457289,10421,0.05268,0
coveranalysis,train,W_153462,P_457298,18518,0.04099,0
coveranalysis,train,W_153463,P_457332,37677,0.00393,0
coveranalysis,train,W_153463,P_457335,20142,0.00278,0
coveranalysis,train,W_153464,P_457336,40395,0.00077,0
coveranalysis,train,W_153486,P_457578,31015,0.01012,0
coveranalysis,train,W_153460,P_457833,12952,0.00656,0
coveranalysis,train,W_153500,P_457873,24521,0.01162,0
coveranalysis,train,W_135247,P_457917,24638,0.00061,0
coveranalysis,train,W_148520,P_45797,24715,0.00049,0
coveranalysis,train,W_153503,P_458090,14446,0.0,0
coveranalysis,train,W_153503,P_458092,12458,0.00562,0
coveranalysis,train,W_153460,P_458235,32388,0.01365,0
coveranalysis,train,W_45831,P_45831,23519,0.00923,0
coveranalysis,train,W_123045,P_458334,31526,0.00054,0
coveranalysis,train,W_138782,P_458449,13272,0.00271,0
coveranalysis,train,W_153543,P_458568,13037,0.03682,0
coveranalysis,train,W_114549,P_459093,21917,0.00666,0
coveranalysis,train,W_121767,P_459327,15729,0.0,0
coveranalysis,train,W_153679,P_459392,17674,0.00023,0
coveranalysis,train,W_153679,P_459393,14622,0.0,0
coveranalysis,train,W_3810,P_45964,15050,0.0,0
coveranalysis,train,W_5897,P_459703,30426,0.00053,0
coveranalysis,train,W_123369,P_459714,14923,0.00751,0
coveranalysis,train,W_11050,P_459803,20134,0.00899,0
coveranalysis,train,W_134320,P_459828,17908,0.0043,0
coveranalysis,train,W_117244,P_459965,22250,0.0,0
coveranalysis,train,W_18912,P_46006,13799,0.0,0
coveranalysis,train,W_46038,P_46038,29977,7e-05,0
coveranalysis,train,W_46043,P_46043,22402,0.01835,0
coveranalysis,train,W_46043,P_46044,18961,0.02062,0
coveranalysis,train,W_18794,P_460468,15034,0.01004,0
coveranalysis,train,W_153812,P_460513,21751,0.00437,0
coveranalysis,train,W_153812,P_460515,24668,0.01873,0
coveranalysis,train,W_153835,P_460734,19369,0.01446,0
coveranalysis,train,W_10950,P_460787,15574,0.00161,0
coveranalysis,train,W_74724,P_461084,12901,0.00078,0
coveranalysis,train,W_26856,P_46119,22381,0.00027,0
coveranalysis,train,W_153543,P_461226,11993,0.02135,0
coveranalysis,train,W_153917,P_461471,18970,0.00026,0
coveranalysis,train,W_136235,P_461484,13647,0.00813,0
coveranalysis,train,W_9259,P_46149,12947,0.02363,0
coveranalysis,train,W_128,P_4617,30331,0.00425,0
coveranalysis,train,W_123077,P_461878,19666,0.01231,0
coveranalysis,train,W_153981,P_461968,18497,0.01968,0
coveranalysis,train,W_153981,P_461969,16445,0.00949,0
coveranalysis,train,W_46205,P_46207,18207,0.00494,0
coveranalysis,train,W_154022,P_462118,12303,0.01097,0
coveranalysis,train,W_80510,P_462156,13713,0.0,0
coveranalysis,train,W_46227,P_46227,14931,0.0215,0
coveranalysis,train,W_121767,P_462498,16928,0.0,0
coveranalysis,train,W_46263,P_46266,23629,0.00669,0
coveranalysis,train,W_83877,P_462804,15433,0.00272,0
coveranalysis,train,W_154136,P_462893,17735,0.00372,0
coveranalysis,train,W_154136,P_462894,27646,0.00503,0
coveranalysis,train,W_154190,P_463215,37039,0.01685,0
coveranalysis,train,W_154190,P_463216,18816,0.00489,0
coveranalysis,train,W_154193,P_463239,34759,0.00518,0
coveranalysis,train,W_154193,P_463240,31282,0.00646,0
coveranalysis,train,W_149911,P_463454,12059,0.00058,0
coveranalysis,train,W_4232,P_463466,19078,0.065,0
coveranalysis,train,W_50349,P_463811,15930,0.01048,0
coveranalysis,train,W_154312,P_463864,16030,0.03219,0
coveranalysis,train,W_154312,P_463865,15510,0.03946,0
coveranalysis,train,W_10894,P_464248,29435,0.00601,0
coveranalysis,train,W_7430,P_464363,21468,0.0,0
coveranalysis,train,W_154397,P_464410,14895,0.02363,0
coveranalysis,train,W_154397,P_464411,18302,0.03142,0
coveranalysis,train,W_154404,P_464531,13761,0.01715,0
coveranalysis,train,W_144166,P_464535,14789,0.00602,0
coveranalysis,train,W_26652,P_464561,15628,0.01101,0
coveranalysis,train,W_154414,P_464636,17031,0.05801,0
coveranalysis,train,W_154414,P_464637,22418,0.01187,0
coveranalysis,train,W_151381,P_464650,11981,0.0,0
coveranalysis,train,W_154462,P_464816,13498,7e-05,0
coveranalysis,train,W_154462,P_464817,11056,0.02044,0
coveranalysis,train,W_154464,P_464825,21638,0.00129,0
coveranalysis,train,W_154464,P_464826,18845,0.03656,0
coveranalysis,train,W_758,P_464832,21047,0.03278,0
coveranalysis,train,W_154468,P_464888,13678,0.00066,0
coveranalysis,train,W_33066,P_46493,23109,0.00039,0
coveranalysis,train,W_154490,P_464960,19061,0.03615,0
coveranalysis,train,W_154526,P_465113,16353,0.00043,0
coveranalysis,train,W_27643,P_465241,15255,0.0,0
coveranalysis,train,W_154534,P_465275,15165,0.01932,0
coveranalysis,train,W_154578,P_465440,15913,0.0049,0
coveranalysis,train,W_154579,P_465444,18102,0.01784,0
coveranalysis,train,W_154579,P_465445,18807,0.00032,0
coveranalysis,train,W_154578,P_465453,16837,0.01473,0
coveranalysis,train,W_4187,P_465566,18002,0.0,0
coveranalysis,train,W_142987,P_465640,16285,0.02008,0
coveranalysis,train,W_17965,P_466166,26584,0.00019,0
coveranalysis,train,W_141398,P_466204,14563,0.00426,0
coveranalysis,train,W_141398,P_466205,15306,0.0,0
coveranalysis,train,W_154754,P_467154,25269,0.00431,0
coveranalysis,train,W_154022,P_467291,15269,7e-05,0
coveranalysis,train,W_152758,P_467361,12493,0.00953,0
coveranalysis,train,W_132902,P_467806,20048,0.0,0
coveranalysis,train,W_10895,P_468145,30726,0.01452,0
coveranalysis,train,W_154953,P_468589,15014,0.01565,0
coveranalysis,train,W_9476,P_468715,12413,0.00016,0
coveranalysis,train,W_30878,P_468921,14127,0.00764,0
coveranalysis,train,W_30878,P_468951,18903,0.01476,0
coveranalysis,train,W_144471,P_469219,12033,0.00524,0
coveranalysis,train,W_43388,P_469252,16713,0.02902,0
coveranalysis,train,W_155050,P_469297,13145,0.00213,0
coveranalysis,train,W_155050,P_469299,15791,0.01583,0
coveranalysis,train,W_152464,P_469312,18189,0.0177,0
coveranalysis,train,W_155053,P_469321,14511,0.00317,0
coveranalysis,train,W_155053,P_469324,15356,0.0,0
coveranalysis,train,W_150461,P_469346,13377,0.0702,0
coveranalysis,train,W_46941,P_46941,13509,0.01843,0
coveranalysis,train,W_46941,P_46942,13906,0.02272,0
coveranalysis,train,W_46950,P_46950,21201,9e-05,0
coveranalysis,train,W_46950,P_46951,21458,0.0,0
coveranalysis,train,W_155136,P_469774,12322,0.00227,0
coveranalysis,train,W_46976,P_46978,12258,0.00033,0
coveranalysis,train,W_155139,P_469797,17677,0.01861,0
coveranalysis,train,W_155136,P_469818,15014,0.00047,0
coveranalysis,train,W_59174,P_469862,15167,0.00844,0
coveranalysis,train,W_92609,P_469866,13791,0.04351,0
coveranalysis,train,W_131584,P_469919,14314,0.01781,0
coveranalysis,train,W_36754,P_470154,14746,0.00156,0
coveranalysis,train,W_122167,P_470172,13593,0.00103,0
coveranalysis,train,W_154943,P_470183,15828,0.01605,0
coveranalysis,train,W_155215,P_470372,18975,0.0,0
coveranalysis,train,W_155215,P_470489,13249,0.0,0
coveranalysis,train,W_50679,P_470579,22205,0.00108,0
coveranalysis,train,W_135762,P_470648,12066,0.00995,0
coveranalysis,train,W_107547,P_470653,13938,0.00065,0
coveranalysis,train,W_54971,P_470692,17487,0.00492,0
coveranalysis,train,W_126896,P_470723,29550,0.00206,0
coveranalysis,train,W_155293,P_470840,16546,0.00018,0
coveranalysis,train,W_155293,P_470841,15533,0.01146,0
coveranalysis,train,W_66957,P_470847,17299,0.0004,0
coveranalysis,train,W_115449,P_470854,10410,0.0024,0
coveranalysis,train,W_50596,P_470878,19645,0.00025,0
coveranalysis,train,W_121736,P_470899,19385,5e-05,0
coveranalysis,train,W_155301,P_470911,21580,0.02113,0
coveranalysis,train,W_155301,P_470912,28189,0.00546,0
coveranalysis,train,W_4045,P_47105,16202,0.01889,0
coveranalysis,train,W_155356,P_471137,20077,0.0,0
coveranalysis,train,W_155356,P_471138,18702,0.00171,0
coveranalysis,train,W_47128,P_47128,15955,0.0015,0
coveranalysis,train,W_152603,P_471295,11790,0.00161,0
coveranalysis,train,W_4713,P_4713,15631,0.00262,0
coveranalysis,train,W_76430,P_471682,15276,0.00393,0
coveranalysis,train,W_155454,P_471702,21175,0.00335,0
coveranalysis,train,W_155454,P_471703,19166,0.00021,0
coveranalysis,train,W_47186,P_47186,18094,0.00028,0
coveranalysis,train,W_155480,P_471921,23577,0.01128,0
coveranalysis,train,W_155480,P_471922,21487,0.00023,0
coveranalysis,train,W_155485,P_471931,17588,0.00148,0
coveranalysis,train,W_155485,P_471936,14811,7e-05,0
coveranalysis,train,W_62166,P_472145,21665,0.0,0
coveranalysis,train,W_155513,P_472157,19924,0.02048,0
coveranalysis,train,W_155551,P_472279,21652,0.0,0
coveranalysis,train,W_155551,P_472280,21738,0.02236,0
coveranalysis,train,W_155552,P_472293,21230,0.00273,0
coveranalysis,train,W_121460,P_472351,20301,0.01074,0
coveranalysis,train,W_130561,P_472377,13668,0.0,0
coveranalysis,train,W_136833,P_472390,12216,0.03102,0
coveranalysis,train,W_155513,P_472515,21495,0.01382,0
coveranalysis,train,W_50749,P_472646,13095,0.00031,0
coveranalysis,train,W_155630,P_472769,39351,0.02018,0
coveranalysis,train,W_133415,P_472805,16101,0.01273,0
coveranalysis,train,W_116113,P_472871,16279,0.01941,0
coveranalysis,train,W_7471,P_472907,16986,0.00294,0
coveranalysis,train,W_155654,P_472979,23443,0.00026,0
coveranalysis,train,W_13219,P_473147,15675,0.00217,0
coveranalysis,train,W_47326,P_47326,15031,0.01284,0
coveranalysis,train,W_47326,P_47327,16418,0.00439,0
coveranalysis,train,W_155629,P_473280,20512,0.01375,0
coveranalysis,train,W_155629,P_473302,29998,0.01163,0
coveranalysis,train,W_123305,P_473353,26017,0.00934,0
coveranalysis,train,W_93410,P_473372,29849,0.01183,0
coveranalysis,train,W_37423,P_473375,16530,0.01016,0
coveranalysis,train,W_4734,P_4734,11468,0.01779,0
coveranalysis,train,W_155765,P_473596,23481,0.00098,0
coveranalysis,train,W_155765,P_473597,22279,0.06176,0
coveranalysis,train,W_155775,P_473644,24653,0.00746,0
coveranalysis,train,W_43568,P_473805,15153,0.00013,0
coveranalysis,train,W_115121,P_473832,13166,0.00425,0
coveranalysis,train,W_114665,P_473864,12708,0.00834,0
coveranalysis,train,W_133648,P_473868,12924,0.00023,0
coveranalysis,train,W_155811,P_473920,16906,0.04288,0
coveranalysis,train,W_148646,P_473970,13917,0.00467,0
coveranalysis,train,W_155821,P_473981,16798,0.01,0
coveranalysis,train,W_155821,P_473982,13882,0.0072,0
coveranalysis,train,W_155826,P_474001,20992,0.01272,0
coveranalysis,train,W_155826,P_474002,24182,0.0,0
coveranalysis,train,W_155139,P_474040,17595,0.0,0
coveranalysis,train,W_53070,P_474152,11041,0.01087,0
coveranalysis,train,W_18232,P_474160,11157,0.00511,0
coveranalysis,train,W_155873,P_474456,17756,0.0,0
coveranalysis,train,W_155873,P_474458,17756,0.0,0
coveranalysis,train,W_155885,P_474510,11577,0.00346,0
coveranalysis,train,W_155885,P_474512,10862,0.00157,0
coveranalysis,train,W_155933,P_475019,37436,0.0,0
coveranalysis,train,W_155933,P_475020,21411,0.00369,0
coveranalysis,train,W_149372,P_475197,21372,0.02031,0
coveranalysis,train,W_120300,P_475371,15729,0.00299,0
coveranalysis,train,W_135734,P_475380,15641,0.00364,0
coveranalysis,train,W_90052,P_475616,15689,0.00019,0
coveranalysis,train,W_155989,P_475642,16705,6e-05,0
coveranalysis,train,W_155989,P_475643,24037,0.0,0
coveranalysis,train,W_156006,P_475715,22172,5e-05,0
coveranalysis,train,W_156006,P_475725,20034,0.00369,0
coveranalysis,train,W_156012,P_475774,14422,0.00208,0
coveranalysis,train,W_156012,P_475775,19325,0.00036,0
coveranalysis,train,W_100961,P_475786,22229,0.00373,0
coveranalysis,train,W_475,P_476,29096,0.00952,0
coveranalysis,train,W_101988,P_476431,14131,0.01578,0
coveranalysis,train,W_136156,P_476475,22080,0.05729,0
coveranalysis,train,W_156078,P_476739,13367,0.03344,0
coveranalysis,train,W_156078,P_476740,12390,0.0,0
coveranalysis,train,W_35040,P_476769,24639,0.02955,0
coveranalysis,train,W_26445,P_47688,33935,0.01025,0
coveranalysis,train,W_132863,P_477079,20211,0.00435,0
coveranalysis,train,W_156114,P_477086,27866,0.0,0
coveranalysis,train,W_47128,P_47710,15818,0.02162,0
coveranalysis,train,W_156114,P_477177,23129,0.01621,0
coveranalysis,train,W_1173,P_477655,18194,0.0,0
coveranalysis,train,W_124631,P_478005,16686,0.0003,0
coveranalysis,train,W_131407,P_478022,14162,0.01349,0
coveranalysis,train,W_7385,P_478236,12911,0.01216,0
coveranalysis,train,W_152333,P_478287,13525,0.01701,0
coveranalysis,train,W_54228,P_478318,23243,0.03859,0
coveranalysis,train,W_147642,P_478432,20022,0.01593,0
coveranalysis,train,W_28640,P_478542,15516,0.0,0
coveranalysis,train,W_117055,P_478642,14050,0.00028,0
coveranalysis,train,W_116012,P_478950,15163,0.00033,0
coveranalysis,train,W_117478,P_478998,13683,0.0,0
coveranalysis,train,W_47907,P_47908,37202,0.01156,0
coveranalysis,train,W_121700,P_479163,19019,0.00231,0
coveranalysis,train,W_56922,P_479234,21886,0.00164,0
coveranalysis,train,W_126896,P_479265,14596,0.00514,0
coveranalysis,train,W_156299,P_479402,17821,0.00017,0
coveranalysis,train,W_156299,P_479407,17726,0.00536,0
coveranalysis,train,W_235,P_47967,22103,0.00973,0
coveranalysis,train,W_20356,P_479675,26006,0.00254,0
coveranalysis,train,W_156346,P_479899,16503,0.00757,0
coveranalysis,train,W_156346,P_479901,15286,0.02322,0
coveranalysis,train,W_46205,P_479930,17396,0.00247,0
coveranalysis,train,W_156350,P_479946,18062,0.0,0
coveranalysis,train,W_156350,P_479947,31529,0.0,0
coveranalysis,train,W_48006,P_48009,19146,0.007,0
coveranalysis,train,W_116221,P_480195,13767,0.00763,0
coveranalysis,train,W_130719,P_480196,37040,0.00832,0
coveranalysis,train,W_156388,P_480256,12075,0.00629,0
coveranalysis,train,W_156388,P_480257,11464,0.00131,0
coveranalysis,train,W_120077,P_480276,17317,0.00976,0
coveranalysis,train,W_70512,P_480327,13009,0.01138,0
coveranalysis,train,W_48057,P_48057,15099,0.02139,0
coveranalysis,train,W_140321,P_480576,17370,0.00777,0
coveranalysis,train,W_156423,P_480581,32385,0.00043,0
coveranalysis,train,W_156423,P_480582,18129,0.0,0
coveranalysis,train,W_151543,P_480671,14734,0.01011,0
coveranalysis,train,W_156440,P_480692,18775,0.0,0
coveranalysis,train,W_156445,P_480707,13345,0.00247,0
coveranalysis,train,W_156447,P_480722,15866,0.0017,0
coveranalysis,train,W_156447,P_480724,15440,0.00738,0
coveranalysis,train,W_156451,P_480765,17550,0.01043,0
coveranalysis,train,W_156451,P_480766,21822,0.01104,0
coveranalysis,train,W_4808,P_4808,15827,0.0146,0
coveranalysis,train,W_156457,P_480815,21000,0.01567,0
coveranalysis,train,W_156445,P_480844,14075,0.01243,0
coveranalysis,train,W_156475,P_480880,15699,0.00873,0
coveranalysis,train,W_94901,P_481188,14214,0.01013,0
coveranalysis,train,W_138990,P_481264,40008,7e-05,0
coveranalysis,train,W_114002,P_481360,25585,0.00055,0
coveranalysis,train,W_117429,P_481439,17709,0.00017,0
coveranalysis,train,W_156509,P_481443,19174,0.0013,0
coveranalysis,train,W_156509,P_481444,13930,0.00517,0
coveranalysis,train,W_79099,P_481450,13226,0.02049,0
coveranalysis,train,W_156513,P_481503,19096,0.00068,0
coveranalysis,train,W_156513,P_481546,18866,0.00806,0
coveranalysis,train,W_3701,P_48160,13590,0.02252,0
coveranalysis,train,W_156523,P_481602,28330,0.00597,0
coveranalysis,train,W_11442,P_481676,20925,0.00177,0
coveranalysis,train,W_131198,P_481704,14197,0.00169,0
coveranalysis,train,W_57611,P_481812,12134,0.0,0
coveranalysis,train,W_442,P_481920,13435,0.00037,0
coveranalysis,train,W_149106,P_482221,11426,0.01112,0
coveranalysis,train,W_130117,P_482264,16291,0.00792,0
coveranalysis,train,W_97978,P_482265,22785,0.0,0
coveranalysis,train,W_156590,P_482302,13010,0.02759,0
coveranalysis,train,W_156590,P_482303,13798,0.01667,0
coveranalysis,train,W_29586,P_482321,19961,0.02114,0
coveranalysis,train,W_156591,P_482324,16822,0.01867,0
coveranalysis,train,W_156591,P_482325,11225,0.00053,0
coveranalysis,train,W_156592,P_482337,15077,0.00172,0
coveranalysis,train,W_97978,P_482484,22835,9e-05,0
coveranalysis,train,W_105595,P_482667,26070,0.0,0
coveranalysis,train,W_135733,P_482752,23951,0.00084,0
coveranalysis,train,W_156614,P_482761,16263,0.00111,0
coveranalysis,train,W_156614,P_482763,14999,0.00527,0
coveranalysis,train,W_113840,P_482979,22058,0.00036,0
coveranalysis,train,W_156637,P_483036,22867,0.01176,0
coveranalysis,train,W_156637,P_483037,18019,0.0,0
coveranalysis,train,W_156666,P_483223,22899,0.00197,0
coveranalysis,train,W_156666,P_483224,26207,0.00389,0
coveranalysis,train,W_26652,P_483363,11821,0.01294,0
coveranalysis,train,W_130703,P_483379,27447,0.02394,0
coveranalysis,train,W_156684,P_483480,25411,0.0,0
coveranalysis,train,W_156684,P_483510,24725,0.00036,0
coveranalysis,train,W_114843,P_483614,18352,0.00311,0
coveranalysis,train,W_44156,P_483645,13634,0.00037,0
coveranalysis,train,W_156720,P_483681,11207,0.00018,0
coveranalysis,train,W_156728,P_483760,20502,0.02468,0
coveranalysis,train,W_156733,P_484042,16602,0.02229,0
coveranalysis,train,W_156733,P_484049,17155,0.00017,0
coveranalysis,train,W_119832,P_484309,28435,0.00457,0
coveranalysis,train,W_22024,P_484345,18524,0.0,0
coveranalysis,train,W_134320,P_484373,22392,0.0,0
coveranalysis,train,W_55972,P_484450,15765,0.01199,0
coveranalysis,train,W_122427,P_484479,26445,0.00684,0
coveranalysis,train,W_156803,P_484678,33283,0.01088,0
coveranalysis,train,W_156805,P_484797,27320,0.00966,0
coveranalysis,train,W_156805,P_484801,30102,0.00963,0
coveranalysis,train,W_87299,P_485045,14242,0.00688,0
coveranalysis,train,W_146265,P_485104,22107,0.00018,0
coveranalysis,train,W_156592,P_485422,18487,0.0,0
coveranalysis,train,W_156878,P_485640,23955,0.01315,0
coveranalysis,train,W_156887,P_485747,13362,0.00876,0
coveranalysis,train,W_156887,P_485748,12542,0.01363,0
coveranalysis,train,W_156917,P_485945,18683,0.0,0
coveranalysis,train,W_156917,P_485947,14493,0.0,0
coveranalysis,train,W_132994,P_486058,19974,0.00531,0
coveranalysis,train,W_156944,P_486236,13605,0.01713,0
coveranalysis,train,W_156944,P_486238,12686,0.00024,0
coveranalysis,train,W_138497,P_486412,18818,0.0,0
coveranalysis,train,W_138126,P_486492,18170,0.00011,0
coveranalysis,train,W_95019,P_486589,14790,0.02921,0
coveranalysis,train,W_100466,P_486727,16804,0.02726,0
coveranalysis,train,W_156988,P_486814,13823,0.00051,0
coveranalysis,train,W_156988,P_486815,11585,0.00492,0
coveranalysis,train,W_48681,P_48682,15790,0.00057,0
coveranalysis,train,W_89383,P_486892,11295,0.02399,0
coveranalysis,train,W_20028,P_487147,18164,0.0,0
coveranalysis,train,W_145659,P_487191,16429,0.01534,0
coveranalysis,train,W_70071,P_487296,11375,0.00053,0
coveranalysis,train,W_35588,P_487303,13497,0.00563,0
coveranalysis,train,W_157022,P_487354,23746,0.00034,0
coveranalysis,train,W_157041,P_487572,11657,0.0018,0
coveranalysis,train,W_157041,P_487574,11849,0.01494,0
coveranalysis,train,W_86256,P_487577,23246,0.0003,0
coveranalysis,train,W_22883,P_487587,24809,0.00625,0
coveranalysis,train,W_148876,P_487731,15293,0.00013,0
coveranalysis,train,W_28645,P_487735,18578,0.0,0
coveranalysis,train,W_53810,P_487744,15248,0.0,0
coveranalysis,train,W_2498,P_487768,23459,0.00367,0
coveranalysis,train,W_157080,P_487856,21843,0.01616,0
coveranalysis,train,W_157099,P_488165,16885,0.01273,0
coveranalysis,train,W_157099,P_488166,16826,0.0271,0
coveranalysis,train,W_157108,P_488309,23119,0.01012,0
coveranalysis,train,W_157110,P_488312,18741,0.00117,0
coveranalysis,train,W_157122,P_488337,19071,0.00147,0
coveranalysis,train,W_157108,P_488343,17509,0.0,0
coveranalysis,train,W_157110,P_488346,10560,0.0,0
coveranalysis,train,W_157122,P_488364,18692,0.0,0
coveranalysis,train,W_428,P_488576,20093,0.0,0
coveranalysis,train,W_112459,P_488587,10471,0.00296,0
coveranalysis,train,W_46282,P_488644,28777,0.01393,0
coveranalysis,train,W_48878,P_48878,22414,0.00027,0
coveranalysis,train,W_58758,P_488824,36873,0.00548,0
coveranalysis,train,W_125713,P_488842,13574,0.0,0
coveranalysis,train,W_48889,P_48889,11813,0.01862,0
coveranalysis,train,W_48889,P_48890,11592,0.02968,0
coveranalysis,train,W_157184,P_488934,26380,0.008,0
coveranalysis,train,W_157184,P_488935,16569,0.00429,0
coveranalysis,train,W_18029,P_489017,27421,0.00131,0
coveranalysis,train,W_130528,P_489102,18127,0.00182,0
coveranalysis,train,W_157208,P_489153,15457,0.05357,0
coveranalysis,train,W_71581,P_489244,28009,0.00968,0
coveranalysis,train,W_157214,P_489255,25742,0.01266,0
coveranalysis,train,W_157229,P_489409,19400,0.00088,0
coveranalysis,train,W_157229,P_489410,24438,0.0,0
coveranalysis,train,W_72252,P_489446,16229,0.0,0
coveranalysis,train,W_3974,P_489752,15592,0.0,0
coveranalysis,train,W_48978,P_48978,15154,0.01241,0
coveranalysis,train,W_157271,P_489813,17294,0.00168,0
coveranalysis,train,W_48985,P_48985,16684,0.0,0
coveranalysis,train,W_157271,P_489929,17676,0.00696,0
coveranalysis,train,W_153921,P_489932,15179,0.00092,0
coveranalysis,train,W_112739,P_490033,12759,8e-05,0
coveranalysis,train,W_23129,P_490050,16781,0.0,0
coveranalysis,train,W_150161,P_490095,15252,0.008,0
coveranalysis,train,W_126132,P_490167,13125,0.0205,0
coveranalysis,train,W_157299,P_490234,20554,0.02219,0
coveranalysis,train,W_157299,P_490235,18091,0.0131,0
coveranalysis,train,W_49026,P_49026,16429,0.00901,0
coveranalysis,train,W_60483,P_490338,16267,0.01014,0
coveranalysis,train,W_157214,P_490360,25653,0.0009,0
coveranalysis,train,W_23129,P_490397,17884,0.00011,0
coveranalysis,train,W_1843,P_490459,13157,0.02751,0
coveranalysis,train,W_121036,P_490486,13530,0.0003,0
coveranalysis,train,W_78833,P_490523,26417,0.00011,0
coveranalysis,train,W_49075,P_49075,14027,0.02231,0
coveranalysis,train,W_49075,P_49076,21558,0.00037,0
coveranalysis,train,W_83151,P_490832,31372,0.00711,0
coveranalysis,train,W_28683,P_490954,41191,0.00151,0
coveranalysis,train,W_157349,P_490989,16609,0.02083,0
coveranalysis,train,W_157349,P_490990,14694,0.0,0
coveranalysis,train,W_113020,P_491275,24105,0.00523,0
coveranalysis,train,W_157368,P_491309,18579,0.0007,0
coveranalysis,train,W_125598,P_491704,15347,0.00977,0
coveranalysis,train,W_125008,P_492140,14947,0.01084,0
coveranalysis,train,W_28270,P_492176,35405,0.0,0
coveranalysis,train,W_3835,P_492179,34283,0.0,0
coveranalysis,train,W_129048,P_492184,36347,0.02721,0
coveranalysis,train,W_118197,P_492250,20922,0.00913,0
coveranalysis,train,W_157493,P_492305,21646,0.01705,0
coveranalysis,train,W_151915,P_492531,12276,0.00562,0
coveranalysis,train,W_129300,P_492552,19354,0.00791,0
coveranalysis,train,W_147951,P_492554,19274,0.00451,0
coveranalysis,train,W_3115,P_492630,19906,0.0002,0
coveranalysis,train,W_1561,P_492986,14532,0.0031,0
coveranalysis,train,W_50314,P_493182,18208,0.03004,0
coveranalysis,train,W_61982,P_493205,16685,0.00036,0
coveranalysis,train,W_73850,P_493309,17068,0.00035,0
coveranalysis,train,W_49335,P_49335,22331,0.00842,0
coveranalysis,train,W_49337,P_49337,11401,0.0,0
coveranalysis,train,W_125008,P_493412,12315,0.02477,0
coveranalysis,train,W_157661,P_493486,17426,0.00597,0
coveranalysis,train,W_157661,P_493487,17533,0.00188,0
coveranalysis,train,W_61266,P_493501,18675,0.009,0
coveranalysis,train,W_157687,P_493708,23459,0.00226,0
coveranalysis,train,W_157687,P_493709,15251,0.00767,0
coveranalysis,train,W_7255,P_493774,17814,0.02111,0
coveranalysis,train,W_171,P_493857,21368,0.01994,0
coveranalysis,train,W_157708,P_493912,21805,0.00289,0
coveranalysis,train,W_157708,P_493913,12177,0.03424,0
coveranalysis,train,W_14375,P_493954,20247,0.01595,0
coveranalysis,train,W_145326,P_493965,34695,0.00329,0
coveranalysis,train,W_59627,P_494217,24952,0.00541,0
coveranalysis,train,W_1833,P_494398,19425,0.00108,0
coveranalysis,train,W_157751,P_494429,17980,0.0,0
coveranalysis,train,W_157751,P_494430,21919,0.00753,0
coveranalysis,train,W_81425,P_494434,24872,0.01447,0
coveranalysis,train,W_147237,P_494449,25930,0.00775,0
coveranalysis,train,W_157754,P_494456,18576,0.00549,0
coveranalysis,train,W_157754,P_494457,16167,0.0,0
coveranalysis,train,W_157759,P_494471,21138,0.00123,0
coveranalysis,train,W_157759,P_494472,20755,5e-05,0
coveranalysis,train,W_151694,P_494478,20834,0.0,0
coveranalysis,train,W_151710,P_494491,15899,0.00031,0
coveranalysis,train,W_123045,P_494743,17746,0.00203,0
coveranalysis,train,W_49486,P_49486,15675,0.00115,0
coveranalysis,train,W_62310,P_494869,23446,0.0,0
coveranalysis,train,W_157800,P_494871,13963,0.00573,0
coveranalysis,train,W_138118,P_494873,16106,0.00546,0
coveranalysis,train,W_157800,P_494898,12561,0.0,0
coveranalysis,train,W_157808,P_494958,23477,0.01891,0
coveranalysis,train,W_157808,P_494959,22884,0.04562,0
coveranalysis,train,W_157818,P_495157,16461,0.0277,0
coveranalysis,train,W_157818,P_495158,22264,0.00966,0
coveranalysis,train,W_102643,P_495179,20017,0.00964,0
coveranalysis,train,W_145584,P_495244,16212,0.03405,0
coveranalysis,train,W_49526,P_49526,19620,0.0,0
coveranalysis,train,W_46963,P_495320,20594,0.0051,0
coveranalysis,train,W_22536,P_495491,13143,0.00282,0
coveranalysis,train,W_118818,P_495524,17222,0.0,0
coveranalysis,train,W_60691,P_495657,25233,0.02065,0
coveranalysis,train,W_131836,P_495829,21980,0.00487,0
coveranalysis,train,W_120815,P_495862,34458,0.00197,0
coveranalysis,train,W_157861,P_495881,27438,0.00244,0
coveranalysis,train,W_157861,P_495882,32615,0.0,0
coveranalysis,train,W_49593,P_49594,22347,0.01087,0
coveranalysis,train,W_157867,P_495988,15246,0.00184,0
coveranalysis,train,W_157867,P_495989,16551,6e-05,0
coveranalysis,train,W_108819,P_496170,14666,0.0,0
coveranalysis,train,W_157878,P_496309,14714,0.00041,0
coveranalysis,train,W_157878,P_496311,16289,0.0,0
coveranalysis,train,W_157879,P_496331,17746,0.0,0
coveranalysis,train,W_157879,P_496334,19110,0.00016,0
coveranalysis,train,W_157881,P_496349,16954,0.01587,0
coveranalysis,train,W_157881,P_496354,17357,0.00035,0
coveranalysis,train,W_49637,P_49637,18871,0.01648,0
coveranalysis,train,W_10178,P_496402,19359,0.0,0
coveranalysis,train,W_157893,P_496567,16904,0.00568,0
