query_pid,query_wid,n_rel,global:full_long_rel_ranks,global:full_60_rel_ranks,global:base_1500_rel_ranks,ttr_rel_ranks,win_max_rel_ranks,win_fuse_rel_ranks,s1_hub_rel_ranks
P_400540,W_7489,12,3;8;69;76;105;302;335;509;1007;1523;2995;8102,1;176;1052;1099;1826;3062;4066;4709;4882;5295;5479;7800,15;896;1108;1710;2575;2650;3734;4409;6844;10911;11491;12953,2;7;89;103;183;423;436;474;1047;1823;2313;6157,1;5;86;193;196;342;470;867;891;1620;1652;3897,1;3;61;83;126;166;173;389;926;1802;1995;4096,3;8;69;76;105;302;335;509;1007;1523;2995;8102
P_400570,W_998,12,29;32;516;1247;1775;2819;3279;4078;4422;9151;11192;12025,155;373;386;534;573;714;748;1247;1527;2592;3840;6183,123;292;397;697;911;987;2554;3596;4666;9457;9775;13107,21;33;1045;1286;1926;2560;2751;3769;4167;8277;11113;11197,266;318;593;1574;1625;1803;2523;2653;3156;4379;8753;11676,56;104;975;1408;1684;1848;2463;2925;4319;6273;7135;10242,29;32;516;1247;1775;2819;3279;4078;4422;9151;11192;12025
P_400758,W_2966,12,1;2;3;5;11;33;35;38;39;40;56;59,4;11;26;33;38;114;147;178;198;210;229;397,114;115;790;858;1011;1622;2210;2449;2742;4576;5895;6913,3;4;5;6;12;15;18;21;24;37;43;47,1;5;8;10;11;14;21;25;27;37;49;72,1;2;3;4;5;11;12;13;14;18;21;24,1;2;3;5;11;33;35;38;39;40;56;59
P_400788,W_1364,12,12;141;216;254;322;448;619;727;1445;2718;2931;3359,134;419;642;656;848;1229;1827;2239;3285;3789;4622;6087,94;474;716;774;1778;1859;2264;2629;3866;5341;5370;6919,40;71;80;181;229;370;576;1001;1585;2539;2582;2904,15;110;194;400;401;437;665;1099;1261;2563;2783;2960,31;42;135;229;338;395;444;807;1238;2673;2767;2992,12;141;216;254;322;448;619;727;1445;2718;2931;3359
P_400975,W_93644,12,1;26;31;52;73;91;111;360;661;683;1675;2059,17;133;161;226;381;739;1244;1699;3018;4426;4677;7081,595;1702;2014;2164;3433;4852;6128;7236;7399;7416;8007;10877,14;19;26;27;31;60;70;200;1016;1618;1817;2022,14;21;84;94;108;168;219;534;723;963;1071;3448,2;16;44;48;54;64;131;319;465;516;1226;2259,1;26;31;52;73;91;111;360;661;683;1675;2059
P_401,W_401,12,11;27;31;60;73;95;100;105;171;187;358;1051,60;81;383;447;465;478;792;989;1074;1091;1374;7020,99;100;257;271;373;549;846;1015;1293;1711;2345;2541,7;23;27;61;93;127;134;137;139;144;331;1088,7;9;13;37;57;58;108;163;182;250;647;1367,4;8;10;44;56;61;87;89;120;211;281;1094,11;27;31;60;73;95;100;105;171;187;358;1051
P_401007,W_149298,12,52;220;270;422;489;498;578;867;1074;1780;2183;3591,51;193;523;552;707;749;947;1434;2474;3481;3586;4514,108;212;488;771;1619;1634;2539;2860;2964;4069;6652;8114,106;270;457;487;530;545;773;984;1310;2084;2792;3568,1;21;56;69;241;250;310;375;428;2144;2447;6071,12;14;108;174;245;268;278;724;888;1306;1335;4689,52;220;270;422;489;498;578;867;1074;1780;2183;3591
P_401011,W_9704,12,29;134;633;1083;2875;3583;4193;4835;5325;7179;7741;9338,12;19;45;100;1811;2004;3924;4460;4620;5118;5161;6432,44;195;1187;2260;2500;3020;4340;5249;7157;7644;9298;9927,20;69;84;385;1298;2948;3475;3535;4707;5346;5406;8863,153;173;235;295;842;1979;3061;3363;3423;4321;6550;7669,27;64;311;494;2620;2803;3979;4017;4124;4241;7186;8619,29;134;633;1083;2875;3583;4193;4835;5325;7179;7741;9338
P_401080,W_113981,12,1939;3105;3126;4913;5253;6530;6915;7080;8166;8210;8379;8451,856;1154;3082;3911;4442;5785;5997;7167;7840;8215;8464;9072,1959;2126;2535;4297;5494;6737;8834;9069;9171;10114;11051;12010,1105;1349;3497;4079;4261;6032;6089;6952;7205;8178;8376;8990,336;2251;2673;3745;4411;4479;4857;5173;6512;7121;7720;9611,911;2766;3310;3836;4653;5857;6037;6501;6952;7332;7989;8942,1939;3105;3126;4913;5253;6530;6915;7080;8166;8210;8379;8451
P_401107,W_7816,12,122;268;426;488;521;808;1089;1749;3133;3871;6144;6540,55;275;501;600;751;872;2185;2371;2462;2923;3639;7822,141;289;399;443;466;630;1092;1127;2661;3428;3731;4231,35;80;240;421;435;477;628;1460;2255;2819;3739;4745,86;111;175;376;576;840;1670;2009;2068;3629;3693;4658,36;96;234;381;509;578;811;1042;2154;3389;3799;4969,122;268;426;488;521;808;1089;1749;3133;3871;6144;6540
P_401110,W_65049,12,63;164;184;293;448;497;507;530;685;1031;1037;2539,310;427;729;1312;1577;1620;2099;2500;2906;3214;4245;6479,11;423;1173;2146;2404;3550;4113;4906;5303;5688;6632;7160,18;124;346;352;440;833;903;925;1087;1167;1280;3062,52;282;391;664;696;869;952;1148;1351;1734;3202;3395,70;124;266;267;393;564;597;696;720;838;1854;2718,63;164;184;293;448;497;507;530;685;1031;1037;2539
P_401148,W_35472,12,5;212;492;734;959;1105;1142;1167;2064;3382;4525;5168,311;1028;2741;2816;3240;3483;3877;4860;5220;6319;8811;9284,592;1929;2816;4516;5592;6666;6894;7208;8034;9197;11699;12043,51;546;641;1261;1481;2132;2161;3123;3453;3532;3903;5058,96;108;203;499;1123;1984;2098;2109;3080;3416;4302;8451,6;128;160;908;980;1198;1280;1348;1450;2785;3776;6833,5;212;492;734;959;1105;1142;1167;2064;3382;4525;5168
P_401164,W_22948,12,135;1015;1542;1924;2943;3700;4646;4784;5538;6058;6415;8925,145;467;527;584;1111;1627;3835;5088;5632;6656;7151;7723,485;815;1018;2504;2517;3798;4960;6695;7027;7033;8526;8603,110;713;1120;1641;2040;2709;3928;4539;5581;5859;6594;9139,63;644;1154;1166;2500;2811;2843;3391;3801;5563;5795;6952,228;622;1787;2038;2451;3653;3821;4257;4447;4731;6158;8001,135;1015;1542;1924;2943;3700;4646;4784;5538;6058;6415;8925
P_401176,W_7229,12,291;420;736;910;1062;1197;1409;1510;1619;1742;4180;4454,83;396;1922;2026;2036;2148;2427;2966;3409;3523;3570;3942,157;294;527;614;805;1161;1945;2048;2148;2570;2764;5045,221;397;671;762;1133;1141;1147;1239;1246;2099;3530;4336,110;1071;1191;1311;1473;2313;2353;2614;3024;3044;4640;5176,488;507;653;799;1120;1391;1857;1972;2081;2163;4520;4683,291;420;736;910;1062;1197;1409;1510;1619;1742;4180;4454
P_40119,W_6417,12,9;325;470;504;1432;1719;2197;2663;4028;6804;6891;8760,5;6;95;102;451;756;1314;1607;1971;2258;3095;3472,1038;1123;1480;3031;3211;3564;4053;4373;6301;7066;7844;9754,7;148;175;418;586;894;920;2373;2922;4181;4779;9256,26;50;185;285;551;594;737;761;4720;5951;7142;7539,8;70;215;387;771;804;910;961;4131;6340;6943;8240,9;325;470;504;1432;1719;2197;2663;4028;6804;6891;8760
P_4012,W_4012,12,1;3;5;26;27;49;101;275;278;304;367;583,7;16;22;52;68;71;97;119;192;869;1395;1501,3;41;83;148;279;290;345;384;435;1545;3418;3518,2;3;4;25;32;82;122;375;378;403;531;625,1;3;5;18;52;64;163;255;527;914;1002;1031,1;2;6;16;24;86;87;152;291;300;508;574,1;3;5;26;27;49;101;275;278;304;367;583
P_401239,W_7762,12,332;931;1197;1221;1339;2238;3203;3316;3413;3631;5565;6509,441;765;979;1214;2271;3142;4776;4964;5314;6302;7298;9268,749;1018;2440;2730;3217;4473;6111;6448;8022;8985;10021;10349,143;219;1033;1295;2264;2565;2575;4532;5476;5752;6207;7597,564;709;1715;2165;2419;2688;2962;3061;3457;5736;6021;6408,268;734;1060;1457;1920;2285;2735;3118;3365;4852;5637;6446,332;931;1197;1221;1339;2238;3203;3316;3413;3631;5565;6509
P_401287,W_86939,12,28;113;246;401;551;688;1548;1635;3095;5417;8325;8409,157;848;856;976;1055;1673;2039;2305;2878;5820;8317;10416,56;645;967;1916;2016;2065;3131;3870;4132;6507;7399;8442,103;145;216;293;307;395;722;762;1319;5781;8144;8225,72;86;220;329;751;908;1006;1476;2377;6776;7470;9957,43;138;227;334;542;551;1121;1151;1954;6395;7650;9059,28;113;246;401;551;688;1548;1635;3095;5417;8325;8409
P_401384,W_11819,12,231;623;726;1178;1258;1897;1975;3064;3517;4572;5200;5265,419;427;752;1146;1261;1574;1721;1782;2138;3006;3297;3477,194;221;616;923;1362;1447;2265;2306;2703;4211;4940;5529,170;659;702;1135;1265;1705;2067;3482;3629;4915;5430;5457,69;373;945;967;1045;1626;3181;3421;3495;3544;4201;4937,151;389;563;859;1236;1509;2139;2446;3699;3861;4185;4948,231;623;726;1178;1258;1897;1975;3064;3517;4572;5200;5265
P_401669,W_7816,12,225;1019;1321;1355;1666;1786;1860;2699;4153;5750;6073;9441,266;514;1131;1139;1415;2990;3064;3078;4072;4950;5590;7166,31;188;218;457;720;925;1339;3241;3954;4154;5484;5832,210;371;546;1009;1228;1313;1363;1717;2150;2646;3212;4842,46;49;98;129;208;533;546;770;1481;1676;5182;5249,49;266;344;419;773;999;1084;1936;2265;3589;3842;7783,225;1019;1321;1355;1666;1786;1860;2699;4153;5750;6073;9441
P_40174,W_20120,12,7;24;38;98;337;410;1405;1843;2301;3839;3902;4296,272;384;441;545;604;990;1121;1758;1930;4265;5498;6819,3;881;1030;1851;2085;2120;2474;2742;3175;4270;6016;7973,3;12;28;36;218;303;1431;1461;2301;3207;3353;3470,10;152;182;552;577;823;1029;1650;1916;2029;3955;3976,2;13;23;136;345;787;1079;1495;1739;2889;3855;4111,7;24;38;98;337;410;1405;1843;2301;3839;3902;4296
P_40178,W_38495,12,71;248;252;264;760;801;1131;1339;1813;2656;3342;3452,369;407;499;1068;1577;2764;2833;3438;3474;4028;5489;5788,216;336;567;842;1445;1672;1748;1767;2434;2580;2687;3559,156;553;563;662;688;1040;1061;1308;1905;3423;3853;4877,27;135;218;426;563;722;759;1296;2150;2292;3251;3416,28;43;162;406;464;512;692;935;1796;2077;2571;2748,71;248;252;264;760;801;1131;1339;1813;2656;3342;3452
P_401780,W_57375,12,196;652;1008;1422;3634;4760;6658;6737;6830;9946;10718;11444,78;83;341;1349;1920;2337;3309;5159;7409;12254;13055;13742,923;1456;2257;2453;3618;3760;5638;5679;6201;13508;13742;14594,300;362;499;2530;3198;4281;4637;5924;6481;10229;10412;10914,59;473;646;1045;1334;3304;3928;6577;8207;9469;10976;11421,78;557;612;1061;2682;3315;5323;6633;9274;9736;10489;10624,196;652;1008;1422;3634;4760;6658;6737;6830;9946;10718;11444
P_401786,W_22556,12,1;2;3;5;14;17;85;90;123;189;546;3599,2;11;12;13;15;18;41;46;87;257;1079;3915,1;5;17;19;52;90;113;137;155;532;560;7180,1;2;3;5;11;21;83;99;123;171;630;4011,2;8;13;17;40;65;89;108;125;183;1377;4008,1;3;4;8;16;34;85;97;99;164;854;3676,1;2;3;5;14;17;85;90;123;189;546;3599
P_40181,W_20254,12,70;209;431;506;831;875;896;969;1661;2748;3533;4145,615;653;717;1054;1371;1476;1548;2296;3479;3560;3693;5520,13;19;432;474;689;950;1841;2234;2332;2809;3148;5587,179;305;330;751;840;937;1049;1235;1566;2862;3290;3987,244;827;905;1079;1140;1303;1728;2319;2492;3048;4436;5563,95;456;618;756;768;842;1520;1759;2000;2880;2931;4859,70;209;431;506;831;875;896;969;1661;2748;3533;4145
P_40184,W_21817,12,48;226;425;658;829;1163;1457;2102;2297;3606;3834;4690,433;513;542;692;919;1144;2283;2461;4006;4444;6220;7250,217;261;1110;1228;1473;1830;2058;2340;2958;3732;4115;5241,44;47;311;519;537;1338;1550;1622;1685;2559;2744;3169,40;259;306;381;430;1158;1294;1586;1806;1986;2588;3295,22;169;523;699;1067;1165;1299;1386;1807;1933;2984;3387,48;226;425;658;829;1163;1457;2102;2297;3606;3834;4690
P_40186,W_10576,12,11;39;45;55;161;356;532;542;671;738;1100;1128,50;66;100;144;173;496;520;581;727;738;1170;2701,51;347;447;634;736;767;1218;1796;1947;2170;2665;3455,4;6;44;81;86;93;102;180;214;363;489;1190,45;128;174;258;556;888;1127;1734;1811;1932;2069;5363,15;16;104;114;273;441;565;636;785;1033;1415;3169,11;39;45;55;161;356;532;542;671;738;1100;1128
P_40188,W_20110,12,1;1123;1281;1344;1483;1687;1870;1888;2144;4599;4978;6054,53;65;530;1231;1274;1992;2433;2641;2918;3215;6504;8165,99;661;2075;2515;2924;3362;3431;5205;5608;6266;6378;9361,13;541;829;835;1060;1170;1266;1665;1677;3991;5290;6003,153;949;989;1179;1456;1698;1794;2591;3532;4746;6607;6911,2;998;1038;1362;1431;1495;1554;1928;2437;5441;5757;5769,1;1123;1281;1344;1483;1687;1870;1888;2144;4599;4978;6054
P_40189,W_31725,12,72;134;554;585;688;1299;1504;2725;3578;3819;3885;4491,104;564;789;1063;1194;1901;1959;3241;3603;4261;6319;7206,326;415;1272;1286;1562;2318;2854;3742;4257;4332;4527;5136,64;379;449;593;664;945;1368;1800;2824;3022;3196;3395,129;226;246;454;711;716;1421;1521;2038;2499;3525;4772,73;116;329;477;699;801;1266;2269;2329;3247;3525;4591,72;134;554;585;688;1299;1504;2725;3578;3819;3885;4491
P_40190,W_11859,12,57;442;731;790;2181;2983;3145;3315;4636;4919;5242;5339,368;494;544;835;938;2133;2355;2975;3426;3512;4489;6282,604;1031;1225;1816;2081;2290;2813;3588;4469;5368;6689;8429,161;1113;1142;1566;2475;2607;2794;3026;3434;3979;4289;5918,123;651;964;1085;1588;2078;2329;3087;3813;4604;4853;6714,111;654;1034;1442;1611;1912;2636;2875;3200;3246;3472;5633,57;442;731;790;2181;2983;3145;3315;4636;4919;5242;5339
P_40192,W_7279,12,3;6;22;87;136;287;913;1959;2101;3131;3943;5586,3;5;7;20;22;127;279;2742;2881;3230;6047;6350,29;91;272;473;578;899;2658;5373;7926;8714;9145;9164,2;9;19;50;101;316;704;1615;2044;2878;3760;5914,2;6;7;32;96;170;563;864;892;2202;4620;7174,1;2;10;12;112;297;410;1137;1901;2051;4216;6391,3;6;22;87;136;287;913;1959;2101;3131;3943;5586
P_40199,W_40199,12,37;90;103;142;190;276;420;497;1520;1550;2435;2796,6;17;19;140;360;535;1076;1125;1962;1973;2624;3827,47;83;248;697;843;964;1244;1353;3533;4314;5390;6681,27;34;57;147;151;287;290;446;449;839;1323;2282,79;225;263;429;571;593;648;708;1238;1289;1682;2378,84;108;147;260;276;306;367;648;679;784;1684;2204,37;90;103;142;190;276;420;497;1520;1550;2435;2796
P_40200,W_40199,12,64;83;174;175;221;261;271;727;843;1138;3429;6553,119;316;368;494;654;839;1042;1805;2410;2602;2920;3102,321;323;402;693;912;1224;1318;1391;2220;2438;3122;5457,93;98;130;169;202;314;349;600;757;1044;3801;7080,3;124;308;371;830;861;992;996;1135;1465;1785;2257,14;135;193;224;250;437;451;665;813;1038;2644;3639,64;83;174;175;221;261;271;727;843;1138;3429;6553
P_40207,W_9006,12,50;76;225;243;273;341;439;774;808;1294;1422;4299,520;658;660;670;710;724;785;904;2237;2283;2321;5777,491;705;1081;1368;1815;2142;3661;4250;4427;6726;6874;9721,29;72;156;225;291;613;621;637;773;1189;1280;4110,102;251;301;851;1596;1802;1965;2454;2596;3083;4692;4753,41;88;210;417;628;1196;1487;1591;2017;2115;2396;2891,50;76;225;243;273;341;439;774;808;1294;1422;4299
P_402087,W_20064,12,1;2;6;16;24;31;32;60;90;114;118;193,8;9;15;22;23;74;202;256;261;293;385;528,29;246;285;402;579;788;808;923;967;1485;1562;4166,1;2;6;7;17;20;24;32;63;65;151;304,1;2;3;10;14;19;135;199;228;257;397;926,1;2;3;8;14;16;42;66;114;136;223;326,1;2;6;16;24;31;32;60;90;114;118;193
P_402103,W_121296,12,348;742;1075;1095;1135;1220;1547;1778;3027;4057;4264;5153,188;237;547;1035;1163;1176;1237;1726;2192;2284;2342;5755,295;1269;1327;3650;4315;5030;6104;6241;6617;6784;8453;8680,700;754;1005;1123;1133;1401;2107;2293;2576;4189;4863;6246,161;411;771;776;996;1693;2061;2122;2273;4261;5146;6384,426;492;796;810;1130;1157;1396;2896;2990;3302;3527;5667,348;742;1075;1095;1135;1220;1547;1778;3027;4057;4264;5153
P_402104,W_662,12,2;5;33;74;204;221;312;373;1197;2126;2678;5101,18;393;622;754;759;1302;2553;2579;3115;7603;8788;11083,14;303;404;452;1259;1666;2319;2906;2981;6724;7048;7155,4;31;58;62;145;149;346;1091;1242;1665;2408;4816,103;296;376;482;540;561;711;789;1006;1153;1753;2015,48;72;73;87;135;182;239;457;707;713;1307;1560,2;5;33;74;204;221;312;373;1197;2126;2678;5101
P_402114,W_109642,12,72;92;477;480;899;915;1322;2310;2325;2737;3841;4722,745;918;1193;1710;2714;3681;4552;5312;5571;6314;6642;8064,759;1717;2157;2220;2242;3159;5315;7455;7731;7747;10481;12321,6;190;387;573;667;718;1993;2364;2803;2995;3129;3859,261;389;447;524;543;657;831;1156;2917;3155;6277;7140,103;173;345;487;573;1092;1158;1466;1857;2501;4602;5303,72;92;477;480;899;915;1322;2310;2325;2737;3841;4722
P_402194,W_10141,12,9;42;49;216;326;391;958;2038;2221;2370;2603;3123,1;5;25;63;92;225;288;456;718;1191;1458;1741,80;160;347;385;916;1397;1868;2193;2222;3053;3999;6608,27;48;69;248;400;496;736;1490;1734;2359;2707;2718,6;13;30;110;149;182;250;251;353;783;880;1466,2;8;13;218;281;377;380;638;896;1111;1476;1738,9;42;49;216;326;391;958;2038;2221;2370;2603;3123
P_402257,W_1812,12,2;4;10;13;16;17;18;30;47;66;69;92,542;585;2156;2259;2815;3213;5707;5838;6031;6254;7850;8244,1138;1569;1705;2191;3949;5007;5243;6494;8115;8188;9226;11060,11;14;15;38;102;105;106;172;177;196;269;277,8;34;50;76;87;104;123;261;263;273;445;713,3;5;8;20;22;24;29;51;62;79;83;133,2;4;10;13;16;17;18;30;47;66;69;92
P_402287,W_99751,12,1;2;9;16;64;122;170;278;449;481;1119;2554,4;14;22;32;73;145;191;592;977;1071;1322;3516,307;310;496;700;1077;1541;1792;1952;2095;2177;3880;10956,2;6;11;16;58;67;122;164;167;301;773;2188,2;12;14;23;50;58;65;117;143;333;439;1231,1;2;3;8;23;35;101;142;215;294;335;984,1;2;9;16;64;122;170;278;449;481;1119;2554
P_402428,W_76574,12,194;397;465;537;710;778;789;1419;1522;1948;4596;5454,212;272;571;620;772;926;1142;1310;2250;2366;2795;2811,89;98;443;779;2158;2205;2499;3792;3830;4057;5005;7446,151;388;581;601;635;928;1175;1280;1406;2681;4784;4894,3;131;266;311;412;669;780;918;1160;2566;2965;3282,93;110;317;460;539;614;625;844;1163;2278;3910;4096,194;397;465;537;710;778;789;1419;1522;1948;4596;5454
P_402464,W_89492,12,1;4;9;29;30;47;91;202;623;682;780;1995,69;87;150;190;208;218;262;361;482;793;1222;3556,46;92;157;291;312;341;546;658;785;1581;2113;4918,1;4;5;11;43;44;68;131;475;752;966;1826,2;9;12;18;29;38;44;105;728;851;1403;1840,2;5;6;16;23;41;45;95;669;682;848;1822,1;4;9;29;30;47;91;202;623;682;780;1995
P_402476,W_91786,12,6;8;55;167;168;181;336;352;385;493;518;2294,58;60;64;65;89;204;319;389;901;1016;2593;2664,51;79;107;126;291;618;1166;1331;1577;1743;2391;4540,9;10;41;158;171;245;262;270;424;487;578;2370,35;42;49;100;128;193;227;240;250;582;2248;2394,5;24;34;99;128;145;156;172;307;454;917;2264,6;8;55;167;168;181;336;352;385;493;518;2294
P_402493,W_38495,12,162;237;288;379;774;906;1284;1400;2367;2616;2974;5437,82;139;1325;1349;1568;2674;2879;3421;4691;5169;5579;6274,391;511;530;582;793;1004;1049;1059;1364;1580;1732;6973,384;472;489;913;996;1625;2138;2334;2377;2931;3759;5146,9;588;1112;1765;2001;2853;3396;3624;3912;5583;6832;8914,64;246;442;1025;1103;1987;2033;2046;2220;3937;4399;7094,162;237;288;379;774;906;1284;1400;2367;2616;2974;5437
P_402507,W_45783,12,452;463;568;820;1807;2207;2277;2572;3353;3475;6013;6495,90;1090;1174;1182;1426;2096;3305;3535;4019;4037;4259;8968,390;641;661;822;1726;2737;3443;3634;4660;4685;5570;10451,403;617;702;718;1510;2044;2254;2782;3553;4072;6144;6357,7;263;1306;1426;1515;1906;2613;3083;3214;4636;5366;7258,79;311;556;988;1729;1740;2188;2647;2924;3911;5965;6642,452;463;568;820;1807;2207;2277;2572;3353;3475;6013;6495
P_40251,W_40251,12,32;105;176;227;261;587;637;1888;2302;3382;3983;5276,395;906;1001;1119;1145;2202;3009;3406;3917;3990;4400;5849,297;778;2907;2957;3565;3776;4362;4476;4830;5020;7283;8924,36;58;61;88;307;540;1255;2200;2975;3610;5171;5778,115;140;155;172;211;213;911;967;1267;1311;3584;3735,25;69;77;111;145;232;436;1342;1437;1539;2118;4416,32;105;176;227;261;587;637;1888;2302;3382;3983;5276
P_402519,W_7116,12,33;100;474;767;809;1328;2547;2584;3564;4233;7974;8151,86;714;844;1544;2362;2850;3738;4858;5582;6643;7783;10289,610;728;2788;3333;3593;5445;5520;5672;7648;8353;8747;12612,87;232;811;838;902;1428;2348;2815;3368;4253;8231;8547,4;133;135;562;596;1154;1232;1477;1852;3416;8356;9459,3;164;175;707;722;774;1334;1839;2816;3111;8096;8695,33;100;474;767;809;1328;2547;2584;3564;4233;7974;8151
P_402567,W_7247,12,6;29;35;45;99;110;126;442;544;636;1347;6342,19;30;32;148;477;877;1002;1654;2142;2164;3300;8113,9;165;273;426;655;1428;1614;1931;2257;2458;3389;5982,7;33;43;52;81;86;107;122;251;264;1055;5944,1;7;35;42;66;112;147;189;242;546;1210;6143,1;17;21;26;30;74;173;221;233;326;1108;6185,6;29;35;45;99;110;126;442;544;636;1347;6342
P_402601,W_29299,12,20;39;74;293;373;408;664;1503;1665;2280;3547;5256,180;181;219;224;528;645;655;1172;1419;1713;4073;4824,112;140;430;1095;1507;1879;2109;2166;2558;2679;4547;7109,20;43;165;386;453;484;700;1850;1952;3220;3236;5763,50;60;211;278;302;338;619;1246;2336;2527;4498;5786,43;49;88;148;275;550;819;906;1388;1777;3964;5463,20;39;74;293;373;408;664;1503;1665;2280;3547;5256
P_402608,W_42453,12,23;29;54;232;999;1222;1407;1541;1885;2416;4964;8203,40;159;175;734;858;934;1099;1225;2960;3340;3590;7029,11;178;342;756;772;794;1006;1866;1902;3031;3769;10560,27;49;103;119;187;1495;1520;1971;2337;2528;2635;7773,276;309;340;472;587;1051;1317;2616;2847;3234;3245;8195,19;39;228;520;546;837;870;1962;2321;2513;2625;8242,23;29;54;232;999;1222;1407;1541;1885;2416;4964;8203
P_402641,W_11641,12,27;470;475;552;828;968;1159;1307;1410;2244;3514;4087,90;140;549;1210;1928;2101;2284;2416;3277;3838;4946;5403,155;200;1450;1467;1486;1935;2204;2768;3723;5077;5703;8610,183;215;332;365;404;695;1277;1346;1630;3273;4222;5048,36;43;72;167;425;754;2313;2314;3239;3385;3534;4251,22;86;369;604;960;1089;1298;1338;1365;1762;2520;3753,27;470;475;552;828;968;1159;1307;1410;2244;3514;4087
P_402715,W_26941,12,2;3;6;8;9;11;24;97;233;263;587;592,63;217;282;287;301;459;915;1139;1449;2249;2749;3254,207;216;314;539;900;1632;1708;1863;4999;5445;7817;13568,3;5;13;14;22;30;41;83;198;296;325;553,10;13;39;40;81;99;135;145;172;486;559;701,2;4;9;11;15;18;20;101;154;281;311;459,2;3;6;8;9;11;24;97;233;263;587;592
P_402848,W_13523,12,1;2;3;6;24;35;70;104;106;125;287;398,7;10;14;17;22;62;122;175;195;219;621;2232,20;36;109;147;355;448;462;562;1400;1975;2751;4555,1;2;3;8;24;34;38;56;98;113;265;463,1;2;31;41;45;49;58;61;64;193;291;575,1;2;8;10;12;30;32;42;45;47;170;284,1;2;3;6;24;35;70;104;106;125;287;398
P_402877,W_74362,12,94;97;395;488;632;825;1210;1273;1762;1821;1828;2571,98;216;309;997;1904;1925;2017;2070;2083;2358;2598;3636,2090;2123;2998;3056;5365;8189;10121;10521;10884;11657;11738;12068,161;228;388;502;1165;1386;1393;1952;2682;3796;5838;6363,78;154;164;312;418;608;634;647;1754;1830;4082;4182,37;208;295;440;462;506;771;818;832;1187;1288;1444,94;97;395;488;632;825;1210;1273;1762;1821;1828;2571
P_402924,W_149519,12,3;5;30;33;43;61;169;176;460;534;589;759,28;76;95;232;267;286;708;737;906;1600;2991;4423,1;15;62;68;96;489;851;1163;1208;1240;1323;1789,5;6;36;42;57;59;103;312;321;351;408;681,1;2;3;5;7;29;74;77;89;98;514;620,1;2;9;11;29;38;61;68;168;215;272;393,3;5;30;33;43;61;169;176;460;534;589;759
P_402926,W_117417,12,363;552;803;1146;1774;2147;2703;2815;3804;5088;5507;13249,1374;1654;1950;3009;3901;4217;7104;7497;7647;7800;8104;9612,206;1978;2598;2708;3296;3465;3721;3754;4152;4625;5186;10740,348;584;789;1305;1684;2016;2470;3312;4371;4774;5678;13098,494;614;738;805;1008;1110;2109;2331;4168;4345;6480;13179,416;442;576;817;1625;2309;2720;2904;2936;3130;5712;13271,363;552;803;1146;1774;2147;2703;2815;3804;5088;5507;13249
P_402927,W_149519,12,3;26;27;72;96;103;163;166;173;178;692;823,11;12;166;186;213;387;404;445;454;485;1125;1574,1;12;85;88;104;375;565;962;1035;1238;1312;1549,3;28;32;43;124;127;136;150;153;262;736;790,1;2;4;9;13;21;28;30;113;135;150;1018,1;6;8;38;40;45;52;60;123;145;331;787,3;26;27;72;96;103;163;166;173;178;692;823
P_402958,W_40671,12,1;103;157;699;873;1377;3334;3474;3534;4376;4637;8964,28;253;315;440;586;1112;2423;2774;3128;3170;3835;9551,256;416;650;896;1048;1125;1366;1622;2554;3901;4657;9692,1;184;207;230;531;1209;2380;2558;3045;4144;4149;9509,94;130;253;384;474;1257;1274;2139;2657;3918;6850;9601,1;80;158;330;384;1791;2269;2301;3405;4032;5251;9231,1;103;157;699;873;1377;3334;3474;3534;4376;4637;8964
P_402990,W_54466,12,2;39;219;318;330;418;507;1264;1537;2212;2774;5424,8;99;171;201;208;432;643;1559;1850;2178;2873;4958,353;421;459;610;1177;1214;1475;1497;2934;3001;3424;10294,7;48;161;201;234;290;461;1311;1585;2366;2541;5386,195;308;871;906;996;1833;1909;2881;3239;3543;5424;9355,10;191;278;308;335;460;1201;1301;1381;2409;3695;7009,2;39;219;318;330;418;507;1264;1537;2212;2774;5424
P_402993,W_11358,12,20;47;66;106;120;195;208;262;927;1757;1997;3996,4;29;34;47;90;114;237;310;1220;1762;1870;2543,7;15;194;384;682;794;833;1297;1583;2710;3197;3487,2;31;35;42;127;203;259;263;619;2231;2302;3921,5;17;21;32;48;54;259;719;959;1515;3053;3599,8;10;30;46;49;108;316;336;387;1684;2280;3744,20;47;66;106;120;195;208;262;927;1757;1997;3996
P_402994,W_54461,12,1;2;5;6;16;18;62;192;235;468;2570;4464,8;9;14;23;27;32;74;407;1894;2902;4185;5300,158;162;372;497;857;1189;1282;1423;2939;3686;4046;7421,1;2;3;5;17;39;140;150;182;739;2737;5864,26;36;76;91;196;225;436;467;785;1062;1425;2574,3;4;5;11;43;52;70;107;202;262;2408;2526,1;2;5;6;16;18;62;192;235;468;2570;4464
P_403017,W_10852,12,7;23;89;151;204;231;285;421;554;702;755;851,28;139;246;277;460;540;599;662;836;1552;1891;2520,114;216;392;401;854;1613;1975;2109;2254;2426;2684;2906,10;12;101;124;214;333;371;543;634;764;839;907,8;27;29;99;503;726;753;1092;1524;1796;2635;3065,9;23;66;90;101;346;482;716;837;987;1470;1589,7;23;89;151;204;231;285;421;554;702;755;851
