query_pid,query_wid,n_rel,s1_rel_ranks,s1_first,s1_ap,s1_top1,cov_K5,hyb_first_K5,hyb_ap_K5,hyb_top1_K5,rr_first_K5,rr_ap_K5,hub_first_K5,hub_ap_K5,hub_top1_K5,cov_K10,hyb_first_K10,hyb_ap_K10,hyb_top1_K10,rr_first_K10,rr_ap_K10,hub_first_K10,hub_ap_K10,hub_top1_K10,cov_K20,hyb_first_K20,hyb_ap_K20,hyb_top1_K20,rr_first_K20,rr_ap_K20,hub_first_K20,hub_ap_K20,hub_top1_K20,cov_K30,hyb_first_K30,hyb_ap_K30,hyb_top1_K30,rr_first_K30,rr_ap_K30,hub_first_K30,hub_ap_K30,hub_top1_K30,cov_K50,hyb_first_K50,hyb_ap_K50,hyb_top1_K50,rr_first_K50,rr_ap_K50,hub_first_K50,hub_ap_K50,hub_top1_K50,cov_K100,hyb_first_K100,hyb_ap_K100,hyb_top1_K100,rr_first_K100,rr_ap_K100,hub_first_K100,hub_ap_K100,hub_top1_K100,cov_K200,hyb_first_K200,hyb_ap_K200,hyb_top1_K200,rr_first_K200,rr_ap_K200,hub_first_K200,hub_ap_K200,hub_top1_K200,cov_K500,hyb_first_K500,hyb_ap_K500,hyb_top1_K500,rr_first_K500,rr_ap_K500,hub_first_K500,hub_ap_K500,hub_top1_K500
P_441693,W_112097,12,287;500;605;921;1042;1730;2102;2230;3275;5070;5475;5670,287,0.0034013662143178385,P_175206,0,287,0.00340137,P_774238,287,0.00340137,287,0.00340137,P_733147,0,287,0.00340137,P_652915,287,0.00340137,287,0.00340137,P_38524,0,287,0.00340137,P_652915,287,0.00340137,287,0.00340137,P_435638,0,287,0.00340137,P_652915,287,0.00340137,287,0.00340137,P_435638,0,287,0.00340137,P_429171,287,0.00340137,287,0.00340137,P_435638,0,287,0.00340137,P_525015,287,0.00340137,287,0.00340137,P_758606,0,287,0.00340137,P_525015,287,0.00340137,287,0.00340137,P_306190,2,251,0.00365792,P_146873,243,0.00373789,141,0.00414388,P_156497
P_441713,W_12140,12,49;53;75;80;252;736;790;940;963;1805;1833;2161,49,0.018329074191836835,P_288063,0,49,0.01832907,P_37200,49,0.01832907,49,0.01832907,P_37200,0,49,0.01832907,P_37200,49,0.01832907,49,0.01832907,P_37200,0,49,0.01832907,P_37200,49,0.01832907,49,0.01832907,P_37200,0,49,0.01832907,P_37200,49,0.01832907,49,0.01832907,P_37200,1,5,0.03329506,P_53042,4,0.03746173,2,0.05829506,P_37200,4,13,0.0416675,P_137716,10,0.04518551,1,0.22919803,P_159446,4,21,0.02722671,P_137716,22,0.02606622,1,0.21723374,P_159446,5,46,0.01543355,P_137716,58,0.01374535,1,0.19780139,P_159446
P_441715,W_4685,12,18;138;353;441;487;583;670;1014;1190;1604;1654;4653,18,0.012461666278319275,P_63103,0,18,0.01246167,P_559737,18,0.01246167,18,0.01246167,P_345002,0,18,0.01246167,P_559737,18,0.01246167,18,0.01246167,P_275831,1,12,0.01477648,P_240411,11,0.01540779,17,0.012734,P_240411,1,12,0.01477648,P_240411,11,0.01540779,18,0.01246167,P_240411,1,19,0.012218,P_230739,19,0.012218,31,0.01052021,P_271947,1,38,0.01002502,P_230739,45,0.00968389,55,0.00934719,P_83959,2,69,0.00873783,P_230739,85,0.00851545,98,0.00838044,P_83959,5,27,0.01151413,P_230739,17,0.01318608,4,0.02978533,P_83959
P_44191,W_52660,12,4365;4964;5047;7070;8658;10804;11002;11491;12064;13555;14105;14598,4365,0.0006119272380734766,P_368138,0,4365,0.00061193,P_782862,4365,0.00061193,4365,0.00061193,P_782862,0,4365,0.00061193,P_782862,4365,0.00061193,4365,0.00061193,P_782862,0,4365,0.00061193,P_40677,4365,0.00061193,4365,0.00061193,P_266519,0,4365,0.00061193,P_30478,4365,0.00061193,4365,0.00061193,P_35633,0,4365,0.00061193,P_783866,4365,0.00061193,4365,0.00061193,P_35633,0,4365,0.00061193,P_783866,4365,0.00061193,4365,0.00061193,P_35633,0,4365,0.00061193,P_783866,4365,0.00061193,4365,0.00061193,P_35633,0,4365,0.00061193,P_783866,4365,0.00061193,4365,0.00061193,P_35633
P_441950,W_9103,12,3995;4519;4838;5227;5580;7065;7945;8223;8477;9052;9339;10477,3995,0.0008472613616739437,P_502117,0,3995,0.00084726,P_529780,3995,0.00084726,3995,0.00084726,P_31350,0,3995,0.00084726,P_117233,3995,0.00084726,3995,0.00084726,P_117233,0,3995,0.00084726,P_318629,3995,0.00084726,3995,0.00084726,P_318629,0,3995,0.00084726,P_318629,3995,0.00084726,3995,0.00084726,P_318629,0,3995,0.00084726,P_318629,3995,0.00084726,3995,0.00084726,P_318629,0,3995,0.00084726,P_318629,3995,0.00084726,3995,0.00084726,P_318629,0,3995,0.00084726,P_318629,3995,0.00084726,3995,0.00084726,P_318629,0,3995,0.00084726,P_318629,3995,0.00084726,3995,0.00084726,P_318629
P_441959,W_114608,12,505;813;1512;1841;2134;2869;3105;3200;3449;3736;3947;6647,505,0.0023053510846409125,P_206854,0,505,0.00230535,P_206854,505,0.00230535,505,0.00230535,P_681321,0,505,0.00230535,P_106970,505,0.00230535,505,0.00230535,P_10901,0,505,0.00230535,P_106970,505,0.00230535,505,0.00230535,P_10901,0,505,0.00230535,P_106970,505,0.00230535,505,0.00230535,P_10901,0,505,0.00230535,P_106970,505,0.00230535,505,0.00230535,P_549922,0,505,0.00230535,P_221773,505,0.00230535,505,0.00230535,P_221773,0,505,0.00230535,P_221773,505,0.00230535,505,0.00230535,P_221773,0,505,0.00230535,P_221773,505,0.00230535,505,0.00230535,P_29372
P_442028,W_13204,12,17;30;34;284;306;454;690;711;1594;2296;4056;4293,17,0.024522605388022842,P_522939,0,17,0.02452261,P_522939,17,0.02452261,17,0.02452261,P_522939,0,17,0.02452261,P_749913,17,0.02452261,17,0.02452261,P_522939,1,1,0.10295398,P_258781,1,0.10295398,2,0.06128731,P_522939,2,1,0.18073176,P_442854,1,0.18073176,1,0.15295398,P_442854,3,1,0.25671215,P_442854,1,0.25671215,1,0.20810104,P_442854,3,1,0.25671215,P_442854,1,0.25671215,1,0.20810104,P_442854,3,1,0.25671215,P_442854,1,0.25671215,1,0.20810104,P_442854,6,1,0.50307546,P_442854,1,0.4911707,1,0.44176594,P_442854
P_442043,W_20110,12,169;293;348;1073;1132;1992;3642;4221;5092;5253;6937;7614,169,0.003597572161532663,P_378255,0,169,0.00359757,P_266519,169,0.00359757,169,0.00359757,P_266519,0,169,0.00359757,P_266519,169,0.00359757,169,0.00359757,P_266519,0,169,0.00359757,P_266519,169,0.00359757,169,0.00359757,P_266519,0,169,0.00359757,P_266519,169,0.00359757,169,0.00359757,P_266519,0,169,0.00359757,P_266519,169,0.00359757,169,0.00359757,P_266519,0,169,0.00359757,P_266519,169,0.00359757,169,0.00359757,P_266519,1,95,0.00398167,P_266519,84,0.00409654,31,0.00579265,P_307999,3,156,0.00340848,P_449972,159,0.00341329,50,0.0046964,P_307999
P_442054,W_58783,12,169;409;415;627;1651;3083;3359;3857;3936;4440;4639;4885,169,0.0035762418739905028,P_52066,0,169,0.00357624,P_52066,169,0.00357624,169,0.00357624,P_52066,0,169,0.00357624,P_580987,169,0.00357624,169,0.00357624,P_580987,0,169,0.00357624,P_580987,169,0.00357624,169,0.00357624,P_580987,0,169,0.00357624,P_169566,169,0.00357624,169,0.00357624,P_580987,0,169,0.00357624,P_169566,169,0.00357624,169,0.00357624,P_580987,0,169,0.00357624,P_169566,169,0.00357624,169,0.00357624,P_642551,1,14,0.00903553,P_474446,9,0.0123424,7,0.01498791,P_642551,3,21,0.00771511,P_474446,20,0.00813915,9,0.01319942,P_642551
P_442062,W_26941,12,109;260;423;445;998;1566;1652;1862;1916;2082;2250;2549,109,0.0057849784049691195,P_504386,0,109,0.00578498,P_538100,109,0.00578498,109,0.00578498,P_504386,0,109,0.00578498,P_788259,109,0.00578498,109,0.00578498,P_788259,0,109,0.00578498,P_788259,109,0.00578498,109,0.00578498,P_788259,0,109,0.00578498,P_788259,109,0.00578498,109,0.00578498,P_788259,0,109,0.00578498,P_788259,109,0.00578498,109,0.00578498,P_788259,0,109,0.00578498,P_601096,109,0.00578498,109,0.00578498,P_788259,1,159,0.00554456,P_601096,158,0.00554788,46,0.00683205,P_788259,4,63,0.0061077,P_601096,53,0.00636842,26,0.00983921,P_788259
P_442089,W_4865,12,4;15;16;38;95;119;332;485;668;1231;1829;3478,4,0.07064903549007194,P_263502,1,1,0.13314904,P_668023,1,0.13314904,1,0.13314904,P_668023,1,1,0.13314904,P_668023,1,0.13314904,1,0.13314904,P_668023,3,2,0.12030181,P_197016,2,0.12030181,1,0.15800023,P_668023,3,2,0.10120459,P_197016,2,0.10120459,1,0.14580686,P_668023,4,1,0.18319655,P_25166,1,0.18268373,1,0.21152988,P_25166,5,1,0.20939987,P_25166,1,0.20216609,1,0.28041042,P_25166,6,1,0.18480492,P_25166,1,0.14301602,1,0.35281655,P_25166,8,1,0.18327997,P_25166,1,0.1904818,1,0.51129264,P_25166
P_442090,W_22148,12,2;4;6;289;484;682;789;1160;1613;1838;2832;4802,2,0.1305117588077714,P_289737,2,1,0.18606731,P_404643,2,0.14440065,2,0.14440065,P_59103,3,2,0.16523398,P_59103,2,0.16523398,2,0.13884509,P_59103,3,2,0.13884509,P_59103,2,0.13884509,2,0.13884509,P_59103,3,2,0.12217843,P_59103,2,0.12217843,2,0.13884509,P_59103,3,3,0.08190065,P_329150,3,0.07680806,3,0.10828954,P_59103,3,3,0.06186097,P_329150,5,0.04459558,3,0.08834906,P_59103,3,3,0.05173486,P_329150,10,0.02536375,6,0.05252031,P_329150,5,2,0.08753499,P_329150,2,0.06469564,1,0.13823014,P_22148
P_442124,W_28784,12,6;176;728;2492;2607;3243;3447;3897;5542;5775;9589;9932,6,0.016443242587766197,P_68192,0,6,0.01644324,P_68192,6,0.01644324,6,0.01644324,P_4542,1,1,0.08588769,P_531997,1,0.08588769,1,0.08588769,P_531997,1,1,0.08588769,P_531997,1,0.08588769,1,0.08588769,P_531997,1,1,0.08588769,P_531997,1,0.08588769,1,0.08588769,P_531997,1,1,0.08588769,P_531997,1,0.08588769,1,0.08588769,P_531997,1,1,0.08588769,P_531997,1,0.08588769,1,0.08588769,P_531997,2,1,0.16827405,P_531997,1,0.16827405,1,0.16827405,P_531997,2,1,0.16827405,P_531997,1,0.16827405,1,0.16827405,P_531997
P_44213,W_52851,12,1;7;8;23;25;29;127;213;387;471;727;2745,1,0.19984918097999294,P_156374,1,2,0.15818251,P_248516,2,0.15818251,1,0.19984918,P_156374,3,3,0.1408214,P_457436,4,0.13387696,2,0.16215077,P_14502,3,3,0.11780553,P_457436,7,0.1018066,3,0.12698339,P_14502,6,3,0.12967628,P_713012,8,0.11139588,4,0.1186741,P_14502,6,5,0.09894979,P_34466,10,0.08790221,8,0.09026141,P_14502,6,5,0.08003204,P_34466,16,0.06086632,8,0.07497396,P_14502,7,6,0.06321004,P_34466,24,0.04343504,10,0.05979787,P_14502,10,8,0.05307741,P_34466,29,0.03389518,11,0.0539589,P_14502
P_442155,W_2393,12,2;7;16;40;41;47;69;186;206;1475;3629;4273,2,0.1269661298823349,P_17453,1,1,0.1686328,P_563612,1,0.1686328,1,0.1686328,P_563612,2,1,0.17815661,P_563612,1,0.17815661,1,0.22815661,P_563612,3,1,0.16616569,P_563612,1,0.16616569,1,0.24824589,P_563612,3,1,0.15327836,P_563612,2,0.11034907,1,0.19359221,P_563612,6,1,0.25076432,P_563612,1,0.25661166,1,0.37096351,P_563612,7,1,0.25446396,P_563612,2,0.20396018,1,0.42295567,P_563612,8,1,0.2497117,P_563612,3,0.16996182,1,0.4282938,P_563612,9,1,0.2659082,P_563612,1,0.20775557,1,0.47365147,P_563612
P_442190,W_8850,12,32;98;239;555;807;1423;2703;3252;3681;4573;7429;7689,32,0.007879394452664569,P_17840,0,32,0.00787939,P_611236,32,0.00787939,32,0.00787939,P_611236,0,32,0.00787939,P_611236,32,0.00787939,32,0.00787939,P_611236,0,32,0.00787939,P_611236,32,0.00787939,32,0.00787939,P_611236,0,32,0.00787939,P_611236,32,0.00787939,32,0.00787939,P_611236,1,1,0.08860856,P_8853,1,0.08860856,1,0.08860856,P_8853,2,1,0.09078385,P_8853,1,0.09141239,1,0.09331814,P_8853,2,1,0.0892227,P_8853,1,0.08916013,1,0.09129385,P_8853,3,1,0.1709313,P_8853,1,0.17065718,1,0.17358115,P_764367
P_442204,W_42117,12,1209;1375;1406;1466;1512;1862;2110;2173;2225;3178;3505;4094,1209,0.0028277726657356065,P_208127,0,1209,0.00282777,P_208127,1209,0.00282777,1209,0.00282777,P_208127,0,1209,0.00282777,P_86557,1209,0.00282777,1209,0.00282777,P_208127,0,1209,0.00282777,P_86557,1209,0.00282777,1209,0.00282777,P_208127,0,1209,0.00282777,P_313586,1209,0.00282777,1209,0.00282777,P_208127,0,1209,0.00282777,P_313586,1209,0.00282777,1209,0.00282777,P_208127,0,1209,0.00282777,P_313586,1209,0.00282777,1209,0.00282777,P_109324,0,1209,0.00282777,P_313586,1209,0.00282777,1209,0.00282777,P_109324,0,1209,0.00282777,P_391556,1209,0.00282777,1209,0.00282777,P_29205
P_442214,W_1769,12,1098;2886;3131;3771;3819;4432;5261;6176;8314;10496;11376;12175,1098,0.001074948349212381,P_121297,0,1098,0.00107495,P_121297,1098,0.00107495,1098,0.00107495,P_121297,0,1098,0.00107495,P_244448,1098,0.00107495,1098,0.00107495,P_244448,0,1098,0.00107495,P_287098,1098,0.00107495,1098,0.00107495,P_244448,0,1098,0.00107495,P_287098,1098,0.00107495,1098,0.00107495,P_244448,0,1098,0.00107495,P_244448,1098,0.00107495,1098,0.00107495,P_244448,0,1098,0.00107495,P_25115,1098,0.00107495,1098,0.00107495,P_25115,0,1098,0.00107495,P_25115,1098,0.00107495,1098,0.00107495,P_25115,0,1098,0.00107495,P_25115,1098,0.00107495,1098,0.00107495,P_25115
P_442319,W_12795,12,588;653;722;734;976;1022;1465;2004;2652;3224;3239;4566,588,0.0038876484624585307,P_648470,0,588,0.00388765,P_54845,588,0.00388765,588,0.00388765,P_648470,0,588,0.00388765,P_54845,588,0.00388765,588,0.00388765,P_283568,0,588,0.00388765,P_199067,588,0.00388765,588,0.00388765,P_199067,0,588,0.00388765,P_199067,588,0.00388765,588,0.00388765,P_199067,0,588,0.00388765,P_199067,588,0.00388765,588,0.00388765,P_199067,0,588,0.00388765,P_97765,588,0.00388765,588,0.00388765,P_199067,0,588,0.00388765,P_97765,588,0.00388765,588,0.00388765,P_199067,0,588,0.00388765,P_57162,588,0.00388765,588,0.00388765,P_199067
P_442557,W_20097,12,899;1507;2681;3154;3176;3367;3581;4750;4961;5653;6153;6556,899,0.0015852697487953777,P_457856,0,899,0.00158527,P_398780,899,0.00158527,899,0.00158527,P_457856,0,899,0.00158527,P_398780,899,0.00158527,899,0.00158527,P_457856,0,899,0.00158527,P_398780,899,0.00158527,899,0.00158527,P_457856,0,899,0.00158527,P_784837,899,0.00158527,899,0.00158527,P_784837,0,899,0.00158527,P_784837,899,0.00158527,899,0.00158527,P_539740,0,899,0.00158527,P_80758,899,0.00158527,899,0.00158527,P_539740,0,899,0.00158527,P_593863,899,0.00158527,899,0.00158527,P_593863,0,899,0.00158527,P_593863,899,0.00158527,899,0.00158527,P_593863
P_442566,W_26939,12,10;107;112;202;247;251;533;781;932;1575;2325;4771,10,0.02133794202531961,P_436229,0,10,0.02133794,P_440738,10,0.02133794,10,0.02133794,P_420498,1,1,0.09633794,P_412005,1,0.09633794,1,0.09633794,P_412005,1,1,0.09633794,P_412005,1,0.09633794,1,0.09633794,P_412005,1,1,0.09633794,P_412005,1,0.09633794,1,0.09633794,P_412005,1,1,0.09633794,P_412005,1,0.09633794,1,0.09633794,P_412005,1,1,0.09633794,P_412005,1,0.09633794,1,0.09633794,P_412005,3,1,0.19254817,P_412005,1,0.19860877,1,0.19511227,P_412005,6,1,0.22256863,P_412005,1,0.24141792,1,0.35957289,P_412005
P_44261,W_21025,12,1;2;4;11;46;60;76;166;470;1200;1228;3580,1,0.29186849413220367,P_697814,3,1,0.31270183,P_697814,1,0.31270183,1,0.31270183,P_331684,3,1,0.31270183,P_697814,1,0.31270183,1,0.31270183,P_331684,4,1,0.36573213,P_697814,1,0.36573213,1,0.36573213,P_331684,4,1,0.36573213,P_697814,1,0.36573213,1,0.36573213,P_331684,5,1,0.44000749,P_697814,1,0.44000749,1,0.44000749,P_331684,7,1,0.54899872,P_697814,1,0.56036236,1,0.53973946,P_331684,8,1,0.62586501,P_697814,1,0.62586501,1,0.61839536,P_331684,9,1,0.65293552,P_697814,1,0.66161709,1,0.65607247,P_331684
P_44284,W_11898,12,648;1154;2440;2945;3409;4704;5666;6304;6920;9540;11194;11975,648,0.0012870248862416284,P_459337,0,648,0.00128702,P_459337,648,0.00128702,648,0.00128702,P_459337,0,648,0.00128702,P_459337,648,0.00128702,648,0.00128702,P_459337,0,648,0.00128702,P_459337,648,0.00128702,648,0.00128702,P_459337,0,648,0.00128702,P_459337,648,0.00128702,648,0.00128702,P_459337,0,648,0.00128702,P_459337,648,0.00128702,648,0.00128702,P_459337,0,648,0.00128702,P_459337,648,0.00128702,648,0.00128702,P_459337,0,648,0.00128702,P_459337,648,0.00128702,648,0.00128702,P_459337,0,648,0.00128702,P_75454,648,0.00128702,648,0.00128702,P_459337
P_442847,W_4755,12,1;6;7;19;28;32;90;100;1072;1342;2580;3652,1,0.20997306732561152,P_4756,1,1,0.20997307,P_4756,1,0.20997307,1,0.20997307,P_4756,3,1,0.31314767,P_4756,1,0.31314767,1,0.31314767,P_4756,4,1,0.32124484,P_4756,1,0.32124484,1,0.31941333,P_4756,5,1,0.35149005,P_4756,1,0.35942656,1,0.35711175,P_4756,6,1,0.41646662,P_4756,1,0.42225366,1,0.427955,P_4756,8,1,0.56810468,P_4756,1,0.56197302,1,0.51805166,P_4756,8,1,0.55596206,P_4756,1,0.5423133,1,0.53293262,P_4756,8,1,0.54984761,P_4756,1,0.53458107,1,0.5280454,P_4756
P_442854,W_13204,12,4;14;21;40;68;100;125;1097;2404;3643;4041;5281,4,0.07033495499173889,P_96671,1,1,0.13283495,P_43978,1,0.13283495,1,0.13283495,P_43978,1,1,0.13283495,P_43978,1,0.13283495,1,0.13283495,P_43978,2,1,0.20426353,P_43978,1,0.20426353,1,0.20426353,P_43978,3,1,0.2756921,P_43978,1,0.2756921,1,0.2756921,P_43978,4,1,0.3506921,P_43978,1,0.33402543,1,0.3506921,P_43978,6,1,0.49432655,P_43978,1,0.47845354,1,0.50623131,P_43978,7,1,0.57448131,P_43978,1,0.55989798,1,0.58489798,P_13204,7,1,0.57448131,P_43978,1,0.55017576,1,0.58489798,P_13204
P_442979,W_6417,12,19;64;67;406;454;459;861;1071;1471;1766;1880;2263,19,0.01676077688457706,P_601794,0,19,0.01676078,P_601794,19,0.01676078,19,0.01676078,P_580984,0,19,0.01676078,P_601794,19,0.01676078,19,0.01676078,P_153936,1,13,0.01878507,P_153936,12,0.01931926,13,0.01878507,P_153936,1,18,0.01700444,P_601794,17,0.01727677,18,0.01700444,P_153936,1,25,0.01570815,P_601794,26,0.01557994,25,0.01570815,P_153936,3,1,0.17895597,P_12997,1,0.17826152,1,0.17865835,P_12997,3,1,0.17667422,P_12997,1,0.17561295,1,0.17632916,P_12997,6,1,0.22839523,P_12997,1,0.18735587,1,0.2648641,P_12997
P_443002,W_226,12,1;2;3;4;5;6;8;12;29;32;55;342,1,0.6999666011292599,P_226,5,1,0.6999666,P_14225,1,0.6999666,1,0.6999666,P_438107,7,1,0.71038327,P_14225,1,0.71038327,1,0.64047586,P_438107,8,1,0.69269147,P_14225,1,0.69269147,1,0.58816105,P_438107,9,1,0.73501122,P_14225,1,0.7418294,1,0.56182656,P_438107,10,1,0.7098525,P_14225,1,0.66407629,1,0.52537763,P_438107,11,1,0.69526404,P_14225,1,0.62893203,1,0.49970489,P_438107,11,1,0.67241391,P_14225,1,0.57105188,1,0.46216552,P_438107,12,1,0.63401514,P_14225,1,0.52385752,1,0.44067894,P_438107
P_44305,W_841,12,1;2;3;5;6;16;17;28;29;78;197;4635,1,0.5168990700780698,P_158947,4,1,0.53356574,P_23907,1,0.53356574,1,0.53356574,P_23907,5,1,0.54745463,P_23907,1,0.54745463,1,0.54745463,P_23907,7,1,0.64855757,P_23907,1,0.64855757,1,0.64855757,P_23907,9,1,0.65787148,P_23907,1,0.65912148,1,0.69796005,P_23907,9,1,0.63613476,P_23907,1,0.62571809,1,0.68151009,P_23907,10,1,0.62399112,P_23907,1,0.61362555,1,0.6603613,P_23907,11,1,0.61127871,P_23907,1,0.57973779,1,0.68219275,P_23907,11,1,0.58612583,P_23907,1,0.53716964,1,0.66401784,P_23907
P_44306,W_5912,12,17;129;314;322;647;900;1142;1748;2311;2519;3153;3276,17,0.011368399647787316,P_564931,0,17,0.0113684,P_564931,17,0.0113684,17,0.0113684,P_645668,0,17,0.0113684,P_47935,17,0.0113684,17,0.0113684,P_47935,1,1,0.08979977,P_21775,1,0.08979977,1,0.08979977,P_21775,1,1,0.08979977,P_21775,1,0.08979977,1,0.08979977,P_21775,1,1,0.08979977,P_21775,1,0.08979977,1,0.08979977,P_21775,1,1,0.08979977,P_21775,1,0.08979977,1,0.08979977,P_21775,2,1,0.17184112,P_21775,1,0.17184112,1,0.14406334,P_21775,4,1,0.20276168,P_21775,1,0.22794625,2,0.1514311,P_224642
P_44307,W_34907,12,30;61;174;283;308;336;473;520;1295;1721;2714;3765,30,0.015147603643911968,P_345075,0,30,0.0151476,P_345075,30,0.0151476,30,0.0151476,P_345075,0,30,0.0151476,P_413727,30,0.0151476,30,0.0151476,P_349717,0,30,0.0151476,P_413727,30,0.0151476,30,0.0151476,P_349717,1,1,0.09570316,P_48918,1,0.09570316,1,0.09570316,P_48918,1,1,0.09570316,P_48918,1,0.09570316,1,0.09570316,P_48918,2,1,0.17630425,P_48918,1,0.17630425,1,0.17630425,P_41092,3,1,0.2582008,P_48918,1,0.23736747,1,0.2582008,P_41092,7,1,0.50585093,P_48918,1,0.4943965,1,0.53365053,P_41092
P_443273,W_15385,12,1;3;11;14;32;44;46;53;465;1226;3934;5384,1,0.23778129822521968,P_15385,2,1,0.26555908,P_15385,1,0.26555908,1,0.26555908,P_15385,2,1,0.26555908,P_15385,1,0.26555908,1,0.26555908,P_15385,4,1,0.32087413,P_15385,1,0.32087413,1,0.32318895,P_15385,4,1,0.31517613,P_15385,1,0.31517613,1,0.31517613,P_15385,7,1,0.32331967,P_15385,1,0.3242083,1,0.34663715,P_15385,8,1,0.2917617,P_15385,1,0.29124227,1,0.31633476,P_15385,8,1,0.27617277,P_15385,1,0.27491069,1,0.29356408,P_775903,9,1,0.26697763,P_15385,1,0.2161455,1,0.27996385,P_775903
P_443327,W_5141,12,32;42;55;106;128;180;221;520;619;2054;4323;4998,32,0.02624655223917731,P_53787,0,32,0.02624655,P_53787,32,0.02624655,32,0.02624655,P_391993,0,32,0.02624655,P_14501,32,0.02624655,32,0.02624655,P_77154,0,32,0.02624655,P_280176,32,0.02624655,32,0.02624655,P_280176,0,32,0.02624655,P_280176,32,0.02624655,32,0.02624655,P_280176,2,12,0.03455508,P_280176,10,0.03594397,5,0.04251364,P_280176,3,21,0.02633073,P_270657,21,0.02633073,14,0.0276452,P_23120,6,28,0.02547022,P_249082,32,0.02493761,24,0.02526583,P_23120,7,35,0.01832596,P_249082,49,0.01637771,36,0.016428,P_23120
P_443454,W_92417,12,790;798;1242;2673;2755;4046;4643;4740;5756;6787;7088;11365,790,0.0016518345003873715,P_817,0,790,0.00165183,P_614099,790,0.00165183,790,0.00165183,P_614099,0,790,0.00165183,P_614099,790,0.00165183,790,0.00165183,P_614099,0,790,0.00165183,P_325192,790,0.00165183,790,0.00165183,P_614099,0,790,0.00165183,P_325192,790,0.00165183,790,0.00165183,P_614099,0,790,0.00165183,P_325192,790,0.00165183,790,0.00165183,P_325192,0,790,0.00165183,P_325192,790,0.00165183,790,0.00165183,P_325192,0,790,0.00165183,P_325192,790,0.00165183,790,0.00165183,P_325192,0,790,0.00165183,P_299351,790,0.00165183,790,0.00165183,P_624351
P_443501,W_961,12,7;15;31;64;100;118;150;161;175;467;2277;2548,7,0.059587548058234664,P_683985,0,7,0.05958755,P_392902,7,0.05958755,7,0.05958755,P_292807,1,1,0.13101612,P_207382,1,0.13101612,1,0.13101612,P_207382,2,1,0.20323834,P_207382,1,0.20323834,1,0.20323834,P_207382,2,1,0.20323834,P_207382,1,0.20323834,1,0.20323834,P_207382,3,1,0.27850716,P_207382,1,0.27850716,1,0.27850716,P_207382,5,1,0.43579883,P_207382,1,0.43579883,1,0.43579883,P_121203,9,1,0.70871983,P_207382,1,0.72281758,1,0.75257948,P_121203,10,1,0.78867383,P_207382,1,0.79246171,1,0.83412837,P_121203
P_443509,W_6097,12,397;743;1086;1174;1644;1686;1831;2268;4565;6059;8176;8728,397,0.002639414989988522,P_400408,0,397,0.00263941,P_550235,397,0.00263941,397,0.00263941,P_550235,0,397,0.00263941,P_550235,397,0.00263941,397,0.00263941,P_183590,0,397,0.00263941,P_613025,397,0.00263941,397,0.00263941,P_613025,0,397,0.00263941,P_613025,397,0.00263941,397,0.00263941,P_613025,0,397,0.00263941,P_108135,397,0.00263941,397,0.00263941,P_108135,0,397,0.00263941,P_108135,397,0.00263941,397,0.00263941,P_108135,0,397,0.00263941,P_108135,397,0.00263941,397,0.00263941,P_108135,1,113,0.00316697,P_108135,94,0.00331603,168,0.00292554,P_108135
P_443550,W_26839,12,69;601;689;713;2237;2381;3655;4857;5915;6289;8390;13637,69,0.0034504024985986055,P_487647,0,69,0.0034504,P_487647,69,0.0034504,69,0.0034504,P_487647,0,69,0.0034504,P_487647,69,0.0034504,69,0.0034504,P_487647,0,69,0.0034504,P_487647,69,0.0034504,69,0.0034504,P_487647,0,69,0.0034504,P_487647,69,0.0034504,69,0.0034504,P_487647,0,69,0.0034504,P_487647,69,0.0034504,69,0.0034504,P_487647,1,33,0.00476793,P_487647,30,0.00502045,30,0.00502045,P_487647,1,47,0.00401572,P_487647,48,0.00397878,48,0.00397878,P_487647,1,75,0.00335378,P_280176,93,0.00313873,77,0.00332492,P_449972
P_443551,W_19558,12,11;211;239;308;731;972;1022;1043;1331;3296;4931;5408,11,0.013975407807632538,P_235613,0,11,0.01397541,P_141097,11,0.01397541,11,0.01397541,P_141097,0,11,0.01397541,P_141097,11,0.01397541,11,0.01397541,P_141097,1,3,0.03417743,P_141097,3,0.03417743,2,0.04806632,P_141097,1,5,0.02306632,P_141097,5,0.02306632,3,0.03417743,P_141097,1,11,0.01397541,P_141097,13,0.01280991,7,0.01830441,P_141097,1,19,0.01078562,P_141097,23,0.01002284,11,0.01397541,P_141097,1,40,0.00848298,P_141097,51,0.00803364,23,0.01002284,P_141097,4,15,0.01355497,P_141097,14,0.0134099,10,0.02115177,P_141097
P_443600,W_64649,12,278;346;745;782;820;1036;1251;1313;1635;2265;2339;2822,278,0.005080973133611089,P_555839,0,278,0.00508097,P_289780,278,0.00508097,278,0.00508097,P_289780,0,278,0.00508097,P_289780,278,0.00508097,278,0.00508097,P_289780,0,278,0.00508097,P_289780,278,0.00508097,278,0.00508097,P_289780,0,278,0.00508097,P_289780,278,0.00508097,278,0.00508097,P_289780,0,278,0.00508097,P_329650,278,0.00508097,278,0.00508097,P_289780,0,278,0.00508097,P_367112,278,0.00508097,278,0.00508097,P_289780,0,278,0.00508097,P_367112,278,0.00508097,278,0.00508097,P_778126,2,264,0.00497749,P_244448,246,0.00499902,66,0.00603163,P_84384
